X,Y,SNR,stype,inst_vega_mag1,mag1_err,snr_mag1,sharp_mag1,crowd_mag1,flag_mag1,inst_vega_mag2,mag2_err,snr_mag2,sharp_mag2,crowd_mag2,flag_mag2,RA,DEC
2083.963616081287,2217.299822636102,2548.0,1,19.689,0.001,2062.0,-0.0409999999999999,0.198,0,19.221,0.001,1493.3,-0.053,0.198,0,50.52192938244422,-15.396248500517771
2057.132274018489,1895.1970229902659,2256.9,1,20.746,0.001,1744.0,-0.083,0.144,0,19.998,0.001,1431.3,-0.108,0.149,0,50.526542912732985,-15.395641886652077
2163.422998709817,1324.6397717857458,2233.4,1,20.801,0.001,1746.7,-0.065,0.126,0,20.131,0.001,1355.7,-0.085,0.147,0,50.53483127468713,-15.396700552725234
2242.8954108583607,2083.7463315784184,2129.9,1,20.875,0.001,1748.7,-0.036,0.008,0,20.434,0.001,1215.5,-0.048,0.009,0,50.52397068816131,-15.398355646761846
2248.268022603396,2017.80452106534,1975.5,1,20.766,0.001,1741.5,-0.0279999999999999,0.15,0,20.785,0.001,930.7,-0.055,0.18,0,50.524923398266516,-15.398382161844724
1959.2030822641052,1819.3005677167666,2041.6,1,21.186,0.001,1461.5,-0.012,0.108,0,20.093,0.001,1424.6,-0.033,0.1119999999999999,0,50.52756080022049,-15.394228368191921
1897.6039199221982,2061.086221815055,1830.0,1,21.224,0.001,1442.4,-0.037,0.072,0,20.597,0.001,1125.6,-0.057,0.063,0,50.524035979281926,-15.393550027930504
2540.7602659245786,2002.5669163850046,1701.0,1,21.087,0.001,1504.3,-0.025,0.12,0,21.135,0.001,792.9,-0.049,0.129,0,50.52536347343685,-15.402427877027096
2160.804231148641,1334.1688381955128,1684.0,1,21.392,0.001,1310.7,-0.062,0.139,0,20.677,0.001,1056.2,-0.083,0.162,0,50.5346922098003,-15.396671173982945
2532.5922231993236,2491.5818888926583,1577.7,1,21.317,0.001,1294.7,-0.055,0.27,0,20.927,0.001,898.9,-0.086,0.289,0,50.518322083715844,-15.402670481621524
