X,Y,RA,DEC,SNR,stype,inst_vega_mag1,mag1_err,snr_mag1,sharp_mag1,crowd_mag1,flag_mag1,inst_vega_mag2,mag2_err,snr_mag2,sharp_mag2,crowd_mag2,flag_mag2
2014.065361196504,132.5661702841039,50.83204746443342,-37.30134793914165,2667.8,1,20.684,0.001,1485.7,-0.011,0.008,0,19.488,0.0,2215.7,0.008,0.011,0
3566.0719957841234,928.0827085544903,50.837800954848625,-37.32513414210567,2044.1,1,22.387,0.002,660.3,0.0069999999999999,0.0,0,19.786,0.001,1934.5,0.016,0.001,0
3526.3595302294298,1823.4572955276085,50.82505418620412,-37.33236027707362,1736.5,1,21.222,0.001,1144.4,0.0069999999999999,0.0,0,20.614,0.001,1305.8,0.03,0.0,0
320.1011357317469,1656.0820297611842,50.79287596703526,-37.295843296461214,1622.3,1,21.293000000000003,0.001,1105.7,0.021,0.0,0,20.794,0.001,1186.7,0.04,0.0,0
3033.981465106045,1566.5012563341204,50.82329255404609,-37.3247747274514,1487.8,1,21.905,0.001,830.8,-0.022,0.0,0,20.721,0.001,1234.1,-0.0,0.001,0
1753.4364683472281,1517.5420058076347,50.81019269721319,-37.3103441007845,1160.9,1,23.035,0.002,466.7,0.016,0.001,0,20.983,0.001,1062.8,0.015,0.0,0
2389.7824651617298,3855.5653031843353,50.7848601665657,-37.33730256825781,1063.3,1,23.482,0.003,352.2,0.006,0.002,0,21.095,0.001,1000.5,0.027,0.006,0
2169.0508336104463,2215.42523514154,50.805059953514245,-37.32086113475879,166.9,1,30.018,0.505,2.2,-0.476,0.089,0,27.696,0.104,10.5,0.209,0.005,0
1698.9799401394223,460.00739017239744,50.824154915777925,-37.300701958369075,594.0,1,23.529,0.003,369.5,0.013,0.017,0,22.717,0.002,464.5,0.025,0.01,0
2604.472372625551,3187.1680148964197,50.796369534645784,-37.33393673584438,562.4,1,23.645,0.003,338.3,0.008,0.003,0,22.716,0.002,448.8,0.024,0.002,0
572.6968458490458,3577.9817885479692,50.76914483971748,-37.3150401477631,154.0,1,28.15,0.078,13.9,0.7809999999999999,0.0069999999999999,0,28.6,0.163,6.7,-0.5489999999999999,0.035,0
1307.8561680862379,2176.7826513197742,50.79633092727918,-37.311106143486846,109.0,1,29.556,0.309,3.5,-0.01,0.105,0,27.029,0.06,18.1,-0.174,0.053,0
3274.268890344263,2178.1635817700335,50.817460943867324,-37.33263635223823,96.1,1,29.129,0.254,4.3,-0.629,0.019,0,27.996,0.134,8.1,0.405,0.033,0
3120.263342043249,2152.0086705521257,50.81616407951442,-37.3307274811398,105.6,1,26.798,0.044,24.6,0.6920000000000001,0.022,0,27.029,0.089,12.3,-0.95,0.069,0
881.0893263277112,2285.3376331789746,50.790248919171376,-37.307363813152094,356.1,1,24.259,0.005,233.0,-0.118,0.104,0,23.558000000000003,0.004,268.9,-0.142,0.138,0
2850.544911002556,2235.1351683265,50.81211872452258,-37.32848718194387,91.6,1,29.914,0.335,3.2,-0.348,0.045,0,27.593000000000004,0.095,11.4,0.21,0.045,0
