RA,DEC,X,Y,SNR,stype,inst_vega_mag1,mag1_err,snr_mag1,sharp_mag1,crowd_mag1,flag_mag1,inst_vega_mag2,mag2_err,snr_mag2,sharp_mag2,crowd_mag2,flag_mag2
169.99054490819253,12.997992145355477,1979.0935098871855,1574.5525309891743,12.7,1,26.644,0.115,9.5,-0.104,0.19,2,26.452,0.135,8.0,-0.072,0.412,2
170.00802188081397,13.011566324563471,3541.8990849212696,1446.6623088042702,11.7,1,27.262,0.168,6.5,0.063,1.712,0,26.38,0.14,7.7,-0.088,2.129,0
170.0149539392274,13.006814778375581,3716.979279577344,2001.5548478928597,13.3,1,26.732,0.112,9.7,0.054,1.106,0,26.353,0.132,8.3,-0.083,1.709,0
169.98321360011343,12.985709839134369,1007.9277468306899,2034.3876537730146,12.1,1,26.883,0.131,8.3,-0.066,1.531,0,26.57,0.157,6.9,-0.126,2.023,0
169.97723985764594,13.008710438074695,1714.2649554110462,416.6701446527609,14.0,1,27.855,0.216,5.0,-0.155,0.005,2,26.197,0.087,12.5,-0.007,0.002,0
169.9834086726397,12.994936050107468,1441.5597811620135,1479.781733217635,14.2,1,27.618,0.201,5.4,0.114,0.195,0,26.124,0.085,12.8,-0.007,0.091,0
170.0042397697549,13.00210691108964,2921.969505824088,1863.3783271311495,14.4,1,27.091,0.138,7.9,-0.092,0.141,0,26.221,0.094,11.6,-0.094,0.143,0
169.97115882330044,12.984319705582115,255.38635118719424,1647.387262865119,14.4,1,26.685,0.103,10.6,-0.286,0.754,0,26.222,0.112,9.7,-0.232,1.214,0
169.9890533105287,12.992568145705274,1651.341198422009,1844.2566038531543,14.2,1,27.081,0.138,7.9,-0.075,0.848,0,26.178,0.097,11.1,-0.182,1.075,0
170.00181358827138,13.029376394010232,3963.679828905962,162.53443235174637,15.6,1,26.997,0.111,9.8,0.059,0.093,0,26.282,0.09,12.1,-0.102,0.101,0
170.01835449268555,13.010985314501676,4082.7121937529105,1886.0104265659154,14.1,1,26.977,0.125,8.7,-0.052,0.513,0,26.226,0.1,10.9,-0.031,0.611,0
169.95894774997333,12.998775594178568,228.49950496427613,294.2464037113017,14.2,1,27.674,0.208,5.2,-0.005,0.094,2,26.224,0.088,12.4,-0.032,0.08,0
169.98320450311374,12.999182508117848,1621.904628523537,1216.1180773928954,14.0,1,27.359,0.179,6.1,-0.029,0.006,0,26.213,0.087,12.4,0.015,0.017,0
169.97962031675522,13.012119642128127,1998.1039387603173,308.3557002245263,14.1,1,27.865,0.218,5.0,-0.017,0.076,0,26.186,0.083,13.1,0.0,0.148,0
169.99853207655116,12.99911730987345,2473.8833486988815,1819.5236866235834,14.7,1,27.021,0.122,8.9,-0.107,0.247,0,26.38,0.105,10.3,-0.258,0.44,0
169.99557121633083,13.018625581165875,3163.338856534877,546.1336252996388,13.2,1,27.775,0.204,5.3,-0.045,0.059,0,26.337,0.11,9.9,0.02,0.051,0
170.01403606231054,13.006383226537137,3647.935055605358,1991.3259020327823,12.2,1,27.409,0.186,5.8,-0.197,0.202,0,26.516,0.127,8.5,0.009,0.45,0
169.98575743320978,12.990608210886558,1376.876120933213,1834.3387723072306,15.6,1,26.683,0.097,11.2,-0.161,0.351,0,26.292,0.104,10.4,0.14,0.699,0
170.01409428676055,13.007189808990637,3686.014506350693,1945.3187174411032,13.8,1,27.092,0.14,7.7,0.123,0.325,0,26.29,0.103,10.6,0.03,0.414,0
170.00861292142906,13.023354859898777,4078.520101249406,776.0134511444173,13.9,1,27.63,0.196,5.5,0.227,0.112,0,26.185,0.089,12.2,-0.012,0.067,0
169.98521431277968,12.995322390066901,1560.5287127003114,1527.067966131286,14.2,1,27.546,0.187,5.8,-0.107,0.013,0,26.179,0.087,12.5,-0.116,0.001,0
169.9829223247731,12.992354043101765,1296.7297726839759,1617.1335000355507,14.1,1,27.164,0.148,7.3,-0.055,0.008,2,26.286,0.098,11.1,-0.03,0.014,0
169.97639067492747,12.986389900139157,651.5916544706395,1725.179957958551,13.4,1,27.28,0.157,6.9,-0.175,0.37,0,26.448,0.134,8.1,0.087,0.446,0
169.9664704579787,13.007864105515129,1071.3803609930528,47.57797021072188,14.8,1,27.275,0.135,8.0,-0.188,0.441,0,26.347,0.093,11.7,-0.088,0.163,0
170.0149438371842,13.0080136508066,3768.187968740152,1929.419309162663,12.6,1,27.381,0.206,5.3,-0.06,0.111,0,26.218,0.098,11.1,0.014,0.342,0
169.97947065307687,13.00981674244968,1887.9253426593077,438.1477728030093,14.7,1,27.639,0.176,6.2,0.095,0.009,0,26.191,0.083,13.1,-0.046,0.03,0
169.9993063644852,13.0034430985774,2707.912940972617,1590.0174877951888,13.8,1,27.628,0.205,5.3,0.021,0.033,0,26.15,0.086,12.6,-0.018,0.008,0
170.0116525446503,13.013462907169545,3822.335570279418,1476.1688190702112,13.9,1,27.547,0.187,5.8,0.001,0.103,0,26.131,0.087,12.4,0.056,0.156,0
170.00611407678875,13.002092712577037,3024.879097948806,1937.7628665785535,13.7,1,27.677,0.215,5.0,-0.113,0.058,0,26.184,0.089,12.2,-0.018,0.013,0
170.0032874289295,13.024180119780473,3823.4323983874892,521.1916192114818,14.2,1,27.572,0.175,6.2,-0.102,0.034,0,26.187,0.086,12.6,0.11,0.057,0
170.00192196674544,12.99811083527184,2617.381740837633,2013.250153065076,13.6,1,27.418,0.197,5.5,-0.191,0.008,0,26.169,0.088,12.3,0.022,0.009,0
169.99309248698177,13.02049686476639,3107.934471959628,340.6674443022235,12.1,1,27.264,0.162,6.7,0.011,0.056,2,26.426,0.122,8.9,-0.217,0.034,2
170.01293377034185,13.004975863335817,3526.380912075488,2032.3938725894523,13.6,1,27.54,0.196,5.5,0.063,0.087,0,26.129,0.088,12.3,-0.088,0.103,0
169.99275888596466,13.001403394544628,2254.561489543735,1456.1787943753382,14.0,1,27.463,0.175,6.2,0.029,0.088,0,26.194,0.087,12.5,-0.154,0.092,0
169.97004039995667,13.001965904237842,1006.6041756146373,536.3261844302408,14.9,1,26.997,0.114,9.6,-0.056,0.347,0,26.312,0.097,11.1,-0.158,0.634,2
170.00790941130037,13.021926722536884,3979.51798998873,832.1303073968638,12.0,1,27.549,0.198,5.5,-0.281,1.554,0,26.201,0.107,10.1,-0.093,1.532,0
169.9962887917303,13.006841549677116,2690.3341334450456,1269.2886783468848,14.5,1,27.199,0.133,8.2,-0.079,0.207,0,26.373,0.101,10.7,-0.047,0.364,0
170.00621342438086,13.000776002892556,2972.560965398099,2020.9376854146624,12.4,1,27.555,0.204,5.3,-0.242,1.129,0,26.365,0.138,7.9,-0.198,1.261,0
170.0001488846491,12.99928454410055,2571.0214604879693,1872.8296442333342,13.7,1,27.707,0.213,5.1,-0.229,0.329,0,26.229,0.09,12.0,-0.117,0.075,0
169.9797325962663,12.998753945179516,1407.6671696922651,1106.2964835338767,12.1,1,27.52,0.209,5.2,-0.101,1.992,0,26.269,0.106,10.2,-0.261,1.291,0
169.99152411783825,13.013179267556117,2704.333623777032,708.6354736170491,13.1,1,27.184,0.139,7.8,-0.134,1.182,0,26.198,0.106,10.2,-0.188,1.627,0
169.99104089542422,13.007039457928197,2408.4771547758137,1052.8744683286914,15.4,1,27.097,0.128,8.5,-0.072,0.807,0,26.037,0.085,12.8,-0.061,0.99,0
169.96653282719654,12.996608366939476,562.540917409285,720.0665534074009,14.0,1,27.175,0.136,8.0,-0.23,0.938,2,26.266,0.097,11.2,-0.135,0.859,0
170.0085952421949,13.010164223646454,3512.813436438215,1552.3455189862527,12.4,1,27.372,0.184,5.9,-0.22,0.994,0,26.175,0.102,10.7,-0.068,1.23,0
170.01696232744771,13.011386701886012,4023.764695110056,1807.4459191702756,13.9,1,26.834,0.109,10.0,-0.029,0.211,0,26.609,0.15,7.2,-0.183,0.238,0
170.00571909559883,13.022824813404979,3898.336025735629,694.5598034883567,13.5,1,27.714,0.204,5.3,-0.065,0.225,0,26.234,0.09,12.1,-0.047,0.099,0
169.99905091147664,13.004124928124323,2723.7709493503044,1539.2307402966437,13.6,1,26.738,0.111,9.7,0.009,0.599,2,26.543,0.124,8.8,-0.101,0.67,0
170.00379887186767,13.029758315173186,4087.779445517969,217.24014896387834,13.4,1,27.156,0.132,8.3,0.113,0.564,0,26.517,0.114,9.5,0.193,0.692,0
169.98006926663055,13.00906220197004,1887.8591191579644,505.9633131289429,15.4,1,27.228,0.125,8.7,-0.175,0.177,0,26.307,0.089,12.2,-0.189,0.178,0
169.99642518908735,13.008763383607887,2782.0629191822886,1160.4153319213237,12.5,1,27.377,0.177,6.1,-0.042,0.04,2,26.34,0.11,9.9,-0.217,0.039,2
169.987650993616,13.004680178414164,2115.862123944491,1061.0255487036088,13.8,1,27.741,0.21,5.2,-0.024,0.117,0,26.228,0.086,12.6,-0.032,0.033,0
169.9696813021827,12.991947951861915,526.9815573505745,1124.1201763570762,13.8,1,27.356,0.156,7.0,0.026,0.335,0,26.267,0.093,11.6,-0.095,0.199,0
169.99891401253862,13.016008756390749,3233.9383837074774,829.4346033782239,13.3,1,27.477,0.178,6.1,0.021,0.595,2,26.33,0.098,11.1,-0.123,0.303,0
169.9736195208048,12.998400594529047,1046.9959689268574,888.9627693703782,13.7,1,27.797,0.214,5.1,0.03,0.023,2,26.259,0.089,12.2,0.003,0.005,0
170.00160576763858,13.01178432810054,3199.0562648942046,1183.3515199387646,13.8,1,26.98,0.114,9.5,-0.082,0.35,0,26.534,0.12,9.1,-0.057,0.42,2
170.00064449405195,13.029769014685046,3916.6935568332156,94.6191585099773,13.6,1,27.231,0.136,8.0,-0.133,0.426,0,26.426,0.103,10.5,-0.039,0.275,0
170.00349811809158,13.009201523905405,3191.028493212935,1410.3566347889166,12.2,1,27.428,0.205,5.3,-0.12,0.009,2,26.475,0.111,9.8,-0.164,0.006,0
170.000979782873,13.002853529349958,2774.5520867765213,1690.8304894793,13.4,1,27.697,0.21,5.2,0.201,0.063,0,26.188,0.089,12.2,-0.011,0.148,0
169.99209302595594,13.023601573901754,3186.686405470503,121.18144424999191,14.9,1,27.231,0.129,8.4,-0.056,0.008,0,26.308,0.09,12.0,-0.065,0.004,0
169.97411631043425,12.996958413331434,1009.3798846223507,994.926008259043,10.2,1,27.439,0.179,6.1,0.14,1.781,0,26.42,0.191,5.7,0.083,3.574,0
169.99896187892944,12.998169777577944,2455.7065106805735,1893.5089212315677,11.9,1,27.085,0.156,7.0,-0.108,0.987,0,26.66,0.137,7.9,-0.026,0.132,0
170.00630701219447,13.003473041436372,3095.9986607609244,1862.397430279136,13.6,1,27.285,0.158,6.9,-0.182,0.031,0,26.252,0.095,11.5,-0.019,0.04,0
170.0080438916565,13.017918840912392,3815.932724205151,1072.3754108123917,13.5,1,27.303,0.16,6.8,-0.222,0.094,2,26.237,0.095,11.4,-0.195,0.303,2
169.98852733740057,13.001995263612615,2045.3192281132276,1255.4531514291514,11.3,1,27.244,0.166,6.5,-0.176,0.025,2,26.477,0.151,7.2,-0.138,0.033,2
169.96287344309494,12.996136246936524,331.5623162582456,605.6453545321943,14.1,1,27.403,0.161,6.7,-0.06,0.651,0,26.228,0.092,11.8,-0.081,0.841,0
169.99815421490075,13.007558269198073,2824.812931005102,1299.4459521058436,13.6,1,27.456,0.178,6.1,0.004,0.294,0,26.273,0.093,11.7,-0.151,0.26,0
170.0132968192598,13.013753681589288,3924.7236132161147,1523.2551567257078,12.8,1,27.548,0.198,5.5,-0.062,0.072,0,26.273,0.098,11.1,-0.136,0.098,0
169.98982908200117,12.989948280767486,1575.937800694558,2034.2945221261957,13.5,1,27.193,0.152,7.1,0.014,0.33,0,26.286,0.1,10.8,0.023,0.318,0
169.96915780793893,12.99288371030016,540.4179717263963,1047.0351717991632,13.9,1,27.657,0.194,5.6,0.175,0.029,0,26.209,0.087,12.5,-0.07,0.012,0
170.00260692017855,13.011425818013183,3238.551713619008,1243.6073389020453,14.0,1,27.338,0.154,7.0,-0.124,0.174,0,26.194,0.092,11.8,-0.159,0.291,2
169.9761512746681,13.00826301749817,1633.4597913603363,400.7416386061185,15.4,1,26.954,0.102,10.7,-0.105,0.15,0,26.453,0.102,10.6,-0.089,0.221,0
170.00328549911387,13.003819126238877,2944.3828805566163,1723.237419994904,13.4,1,27.005,0.129,8.4,-0.159,0.735,0,26.382,0.113,9.6,-0.149,0.887,0
169.98906974862038,13.016820513306136,2727.457616761964,399.50567648558274,13.9,1,27.574,0.174,6.2,-0.106,0.019,0,26.325,0.091,11.9,-0.056,0.006,0
169.98140839568262,12.985922225891853,915.3281719326816,1950.5236808075822,14.0,1,27.2,0.145,7.5,-0.149,0.44,0,26.282,0.096,11.3,-0.293,0.191,0
170.00174915998235,13.009702450530968,3116.5490874509737,1312.323493591855,13.8,1,26.783,0.101,10.7,-0.064,0.38,0,26.503,0.143,7.6,0.241,0.901,0
169.99768777170758,13.005924242886554,2727.432185798253,1378.531288828402,12.6,1,27.013,0.137,7.9,-0.084,0.205,2,26.375,0.116,9.3,0.08,0.386,2
170.0146826096632,13.007334982457929,3724.5673508206905,1959.7475555248293,11.6,1,27.391,0.203,5.3,0.055,0.187,2,26.246,0.111,9.8,-0.048,0.264,2
169.9952649518573,13.023751326000752,3366.8723014124325,235.2929440796864,14.7,1,26.821,0.095,11.5,0.015,0.003,0,26.645,0.12,9.1,-0.067,0.024,0
169.98456534582786,13.020159740030353,2624.0415379323745,29.82056093549883,14.6,1,27.581,0.164,6.6,-0.036,0.01,0,26.249,0.085,12.8,-0.035,0.02,0
169.9908554345807,13.024356510206667,3151.249416396959,29.437673742369785,13.3,1,27.683,0.188,5.8,0.081,0.013,0,26.275,0.092,11.8,0.009,0.004,0
169.9923110953907,13.014342821669858,2798.4464929221604,670.7574448564314,12.7,1,27.66,0.196,5.5,-0.197,1.086,0,26.379,0.106,10.2,-0.148,0.982,0
170.01442396288527,13.015566430197282,4063.8274520356563,1460.058544561267,11.8,1,27.595,0.21,5.2,-0.206,1.088,0,26.365,0.111,9.8,-0.147,0.761,0
169.9823056381991,13.007014771452846,1921.7125120774103,714.0994375824624,15.1,1,27.01,0.109,9.9,-0.215,0.206,0,26.371,0.097,11.2,-0.025,0.252,0
169.99291990699206,13.018735741729008,3022.445308018595,436.831592107912,13.8,1,27.714,0.186,5.8,-0.122,0.061,0,26.319,0.092,11.8,0.046,0.007,0
169.99286491670887,12.997776394062258,2098.8756346478003,1678.3550424918187,13.6,1,26.925,0.115,9.4,-0.072,0.185,0,26.576,0.123,8.8,-0.119,0.184,0
169.99277953520522,13.026019053219605,3327.9275421788816,7.478141963650277,13.5,1,27.279,0.141,7.7,-0.158,0.569,0,26.443,0.103,10.5,-0.163,0.537,0
169.9994578751065,13.007255638423745,2883.5398790111394,1368.341096647,11.1,1,27.315,0.186,5.8,-0.218,0.332,2,26.517,0.13,8.4,-0.009,0.124,2
169.96730765444298,13.001162705005063,815.2607808878619,477.68109836411503,13.5,1,27.161,0.128,8.5,0.045,0.847,0,26.544,0.118,9.2,-0.087,1.008,0
169.9990470144414,13.007897473217152,2888.92714154965,1314.1146332109806,13.0,1,27.711,0.216,5.0,-0.055,0.06,0,26.261,0.093,11.7,-0.003,0.07,0
169.97032059009436,12.987503540167356,356.6990081928326,1419.461693231174,13.4,1,27.168,0.17,6.4,-0.122,0.777,0,26.22,0.096,11.3,-0.229,0.76,2
169.99823834490618,13.007124542627746,2810.473793538245,1328.5341182694,11.7,1,27.35,0.215,5.1,0.039,0.004,2,26.452,0.11,9.9,0.148,0.081,0
169.99005374079462,13.021158170973782,2969.518433854109,184.34848959681452,12.3,1,27.536,0.209,5.2,0.087,0.002,2,26.434,0.109,9.9,-0.056,0.012,2
170.0092032076007,13.020270076849828,3979.536203625377,979.4706171329565,12.5,1,27.665,0.207,5.3,-0.059,0.205,0,26.331,0.102,10.6,-0.117,0.341,2
169.97449463155942,12.986761309679066,560.7414397794715,1628.1768394545331,13.0,1,26.928,0.118,9.2,-0.055,0.309,0,26.676,0.142,7.7,0.054,0.701,0
170.0064499489457,13.002219454384333,3048.980683286856,1943.3223678048519,13.4,1,26.799,0.109,10.0,-0.21,0.548,0,26.622,0.136,8.0,-0.157,0.697,0
169.96199506063013,12.99084725949872,34.742492814734085,890.6182523322761,11.1,1,27.515,0.192,5.7,-0.141,1.475,0,26.595,0.138,7.8,-0.259,1.48,0
170.00484624166737,13.022865153439747,3852.461578210939,658.3224401364391,13.7,1,27.119,0.128,8.5,-0.11,0.319,2,26.432,0.107,10.2,-0.112,0.345,0
169.98331629013822,12.992808551084561,1339.6613668603723,1604.9740625675126,11.4,1,27.229,0.166,6.5,-0.184,1.371,0,26.41,0.126,8.6,-0.171,1.539,0
169.99478644332177,13.012196674801263,2841.5011831696215,893.4325622913973,12.9,1,27.177,0.139,7.8,-0.206,0.832,0,26.4,0.111,9.8,-0.228,1.029,0
170.00538591197383,13.00469308361722,3098.542706252742,1753.1546008231887,12.1,1,27.457,0.203,5.4,-0.288,0.045,0,26.332,0.105,10.3,-0.022,0.019,2
169.99617882181383,13.016838810776806,3119.573690289349,674.4054309842144,13.1,1,27.189,0.15,7.2,-0.127,0.066,0,26.575,0.117,9.3,-0.049,0.276,0
170.00003544784664,13.005250140785554,2827.6048417963775,1510.4820574239063,14.8,1,26.83,0.101,10.7,0.007,0.065,0,26.458,0.109,9.9,-0.15,0.116,0
170.00146650983964,13.023133831687502,3679.494242826006,511.53304956453576,13.6,1,27.544,0.176,6.2,-0.099,0.021,0,26.308,0.096,11.4,-0.006,0.294,0
170.00583930403286,13.024003327965085,3954.9954525801345,630.4837046004833,11.7,1,27.522,0.209,5.2,-0.154,0.009,2,26.407,0.111,9.8,-0.118,0.022,0
169.9703569300013,12.986580049696508,315.5500571522051,1477.3481135148625,13.6,1,26.903,0.112,9.7,-0.104,0.177,0,26.55,0.121,9.0,-0.028,0.258,0
170.01682814604288,13.012850462565126,4079.09247806232,1715.1416841247806,12.1,1,27.632,0.214,5.1,-0.01,0.455,0,26.318,0.105,10.4,0.037,0.2,0
169.99901381145088,13.004124749386067,2721.7107600662785,1537.7908463752624,12.4,1,27.107,0.134,8.1,0.127,0.846,0,26.375,0.123,8.8,0.129,0.608,0
170.00018061980074,13.01036419776674,3058.9704423049943,1211.890416869583,10.1,1,27.29,0.19,5.7,-0.334,1.239,2,26.354,0.138,7.9,-0.256,1.398,2
170.0058065508958,13.003736432326916,3079.9158349437507,1826.9698490967533,14.0,1,27.441,0.175,6.2,-0.081,0.233,0,26.198,0.089,12.2,-0.065,0.16,0
170.01132687948362,13.01185580405173,3735.47557523003,1558.7238694811438,12.3,1,27.439,0.171,6.4,-0.144,0.222,0,26.477,0.119,9.1,-0.03,0.65,0
169.96229920731443,13.001849293325048,561.6541992234818,241.56802782592726,12.7,1,27.101,0.132,8.2,-0.084,0.462,0,26.573,0.121,9.0,-0.165,0.469,0
170.01388401752095,13.009523059317731,3775.1509951416006,1797.6979336472045,12.5,1,27.412,0.176,6.2,-0.077,0.024,0,26.309,0.103,10.6,-0.069,0.035,0
170.00040170304123,13.02926509290879,3882.1328286747844,114.36805059874015,12.5,1,27.837,0.218,5.0,-0.003,0.024,0,26.383,0.097,11.2,0.003,0.059,0
170.01015521439325,13.005771996717806,3408.185913962517,1875.5348416993295,12.2,1,27.685,0.216,5.0,-0.094,0.105,0,26.305,0.102,10.7,0.038,0.252,0
170.01033499027477,13.016794337760757,3892.995469813956,1227.8747583457823,10.8,1,27.586,0.216,5.0,-0.373,0.054,2,26.355,0.123,8.8,-0.079,0.379,2
169.97102661759146,13.00872267611552,1366.6030435659625,174.2280099351622,13.6,1,27.177,0.127,8.5,-0.437,0.454,0,26.518,0.114,9.5,0.117,1.106,0
169.99700078459264,13.02760929782837,3626.4673080674174,78.6518118909212,12.6,1,27.819,0.212,5.1,-0.184,0.021,0,26.419,0.101,10.8,-0.037,0.008,0
170.0024970259416,13.028046724399797,3944.554582118057,265.967735481135,11.8,1,27.364,0.168,6.5,-0.215,0.015,2,26.533,0.122,8.9,-0.113,0.131,0
169.99395851136467,13.02234126662519,3234.8170654327414,266.7316059388605,12.1,1,27.167,0.147,7.4,-0.118,0.309,0,26.835,0.15,7.2,-0.08,1.031,0
169.97077184970658,12.98466024112384,249.19401254262894,1611.3096697956953,13.1,1,27.261,0.154,7.0,-0.034,0.154,0,26.351,0.105,10.4,-0.066,0.233,0
170.0160130277393,13.007079035847257,3786.4943973902605,2027.3727659082115,12.1,1,27.454,0.186,5.8,0.02,0.131,0,26.383,0.111,9.8,-0.085,0.218,0
169.99031064507898,12.995656963908885,1861.2146149740815,1706.2945178647983,13.4,1,27.137,0.136,8.0,-0.017,0.022,0,26.432,0.108,10.0,-0.139,0.039,0
169.9755406629394,12.981286944668213,363.84209365235125,2006.253062131761,13.3,1,26.901,0.117,9.3,-0.034,0.139,0,26.485,0.118,9.2,-0.085,0.256,0
169.98572685625126,12.989850968708955,1340.556705920419,1879.3160149126375,13.1,1,26.986,0.123,8.8,-0.139,0.254,0,26.538,0.123,8.8,-0.113,0.37,0
170.0170909405028,13.011100343837217,4018.525649623302,1829.5444947495494,12.0,1,27.613,0.207,5.2,-0.148,0.077,0,26.34,0.107,10.2,0.078,0.182,0
170.0075347422981,13.0102778822508,3459.527928450512,1504.1189850686103,12.7,1,27.661,0.208,5.2,-0.005,0.009,0,26.259,0.094,11.5,-0.061,0.017,0
169.99563555063577,13.00247340525106,2461.7551489816788,1504.5244702458767,12.2,1,27.67,0.219,5.0,-0.191,0.081,0,26.402,0.104,10.5,-0.226,0.065,0
169.96973684298695,13.010500965605766,1373.6347805325695,19.308159739438576,11.7,1,27.321,0.145,7.5,-0.018,0.695,0,27.219,0.198,5.5,0.818,1.006,0
169.98550752674169,13.00481521737831,2002.4910184296018,969.4221994804928,11.6,1,26.987,0.135,8.0,-0.016,0.429,2,26.552,0.136,8.0,-0.018,0.607,2
169.99673111747637,12.996643234922454,2263.69661321887,1898.2396707944645,10.5,1,27.17,0.179,6.1,-0.169,1.284,2,26.446,0.136,8.0,-0.255,1.044,0
170.0176421732044,13.008852995138467,3952.220821650208,1985.2846184315129,11.3,1,27.23,0.167,6.5,-0.224,1.19,0,26.464,0.132,8.2,-0.247,1.174,0
169.9682008857903,12.984156776733471,77.53104564539373,1541.6551990686428,13.4,1,26.928,0.113,9.6,-0.08,0.227,0,26.592,0.128,8.5,-0.071,0.37,0
170.00511842742563,13.000884577725811,2916.805253674215,1971.4012512912932,13.1,1,26.962,0.123,8.9,-0.115,0.169,2,26.47,0.115,9.5,-0.117,0.222,0
170.0107781825031,13.016200230334604,3891.798323116757,1280.201323586012,12.1,1,27.433,0.178,6.1,0.068,0.136,0,26.367,0.108,10.1,0.031,0.197,0
169.99062215952824,13.01481123055837,2725.6774502201242,577.6139726311113,12.1,1,27.599,0.213,5.1,-0.081,0.049,0,26.463,0.104,10.5,-0.027,0.004,0
169.97645966100023,13.009161006776576,1690.690533706609,359.72402006994946,11.8,1,27.401,0.17,6.4,-0.206,1.256,0,26.45,0.113,9.6,-0.229,1.166,0
169.99673817577047,12.996694947363725,2266.3965972539354,1895.3898433045974,13.0,1,26.862,0.112,9.7,-0.12,0.572,0,26.615,0.135,8.1,-0.272,0.849,0
169.9760966394187,13.014334442685845,1899.6038508399436,41.48379577819801,9.8,1,27.402,0.189,5.7,-0.182,0.712,2,26.603,0.154,7.0,-0.064,1.299,2
169.96955562471445,12.98893041326033,379.52369720557965,1302.509258781268,12.9,1,27.412,0.176,6.2,-0.268,0.596,0,26.243,0.098,11.1,-0.313,0.833,0
169.98035722505082,13.013336147888946,2092.7165579023717,265.51799488738044,13.8,1,27.109,0.12,9.0,-0.02,0.064,0,26.517,0.108,10.0,-0.062,0.044,0
169.97377884162623,12.981688507424536,281.7125115627677,1912.3196935647397,12.1,1,27.593,0.218,5.0,0.329,0.019,0,26.32,0.101,10.7,0.039,0.019,0
169.98726040054228,13.00762983329075,2224.7072674302476,870.5574739835969,13.7,1,26.904,0.104,10.4,-0.029,0.022,0,26.753,0.134,8.1,-0.089,0.016,0
169.98219274621326,12.997241427043043,1477.5812893325703,1293.2338029691682,12.0,1,27.401,0.177,6.1,-0.167,0.606,2,26.44,0.113,9.6,-0.237,0.744,0
170.0043328749668,13.028765323695966,4074.8331167146184,295.39508044836106,10.8,1,27.495,0.191,5.7,-0.216,0.017,2,26.471,0.126,8.6,-0.26,0.009,2
170.00310230186923,13.019232837135728,3602.0963928369097,802.9943085235667,12.4,1,27.803,0.216,5.0,-0.016,0.189,0,26.352,0.099,11.0,-0.039,0.231,0
170.00227835365678,13.030290838476565,4027.631268012206,127.63637422294528,12.5,1,27.687,0.196,5.5,-0.085,0.013,0,26.389,0.098,11.1,-0.063,0.018,0
169.99847455778848,13.004080687828205,2689.938050340493,1519.3422352063865,12.2,1,27.582,0.199,5.5,-0.011,0.072,0,26.364,0.101,10.8,-0.024,0.025,0
169.9814381968909,12.98591829741952,916.8383304372095,1951.933579740102,11.5,1,27.381,0.194,5.6,-0.304,0.338,0,26.809,0.154,7.1,-0.295,0.421,0
169.99497785729392,13.011662792958534,2828.792682665346,932.4000697102143,12.7,1,26.897,0.109,10.0,-0.059,0.335,0,26.761,0.141,7.7,-0.032,0.446,0
169.99868627724456,13.0297305909102,3808.463733326075,21.134589263778384,12.5,1,27.649,0.179,6.1,-0.09,0.138,0,26.401,0.1,10.8,-0.045,0.225,0
170.00016056574418,13.01042659620943,3060.580277800423,1207.4107025949893,12.4,1,27.422,0.17,6.4,-0.081,0.553,0,26.449,0.11,9.9,-0.233,0.601,0
169.99955599187163,13.01832237480025,3368.8593448016036,718.5811485789096,11.7,1,26.977,0.12,9.0,-0.09,0.738,0,27.204,0.211,5.1,-0.198,1.16,0
169.97560243371893,12.985302519230709,555.9085885302137,1761.0181295489142,12.4,1,27.445,0.181,6.0,0.076,0.043,2,26.388,0.105,10.3,-0.011,0.007,0
169.96125215049972,12.99277670738721,82.22687771631871,744.797580242429,11.1,1,27.439,0.19,5.7,0.155,0.48,0,26.585,0.125,8.7,0.173,0.764,0
169.97872127973508,13.015477448496908,2095.9761935446722,76.48040935807835,10.0,1,27.187,0.159,6.8,-0.149,0.061,2,27.029,0.199,5.5,-0.343,0.113,2
170.01051775183723,13.005944110392967,3435.5975830622237,1879.4544324925923,11.7,1,27.536,0.202,5.4,-0.338,0.793,0,26.307,0.108,10.1,-0.11,0.927,0
170.0072212931588,13.013846286950914,3596.2526935421315,1280.3929436216101,12.5,1,27.263,0.154,7.1,-0.129,0.479,0,26.298,0.108,10.0,-0.16,0.966,0
170.00467904651154,13.006716003981747,3147.867033577819,1604.5541013907568,11.9,1,27.62,0.215,5.0,-0.128,0.02,0,26.393,0.105,10.3,-0.012,0.034,0
170.00336128318406,13.000988047705299,2824.1861615302614,1896.216707611699,12.7,1,27.297,0.155,7.0,-0.152,0.264,0,26.442,0.111,9.8,-0.032,0.17,0
170.01224843847754,13.01410715859398,3882.5479290180756,1461.3194630491437,10.7,1,27.441,0.211,5.1,0.054,0.163,0,26.423,0.117,9.3,-0.18,0.471,0
170.0021974066486,13.020582127971034,3610.390470070111,688.8617688862602,12.4,1,27.855,0.218,5.0,-0.153,0.08,0,26.337,0.096,11.3,-0.056,0.075,0
169.99283593342744,13.009814091515999,2629.7335926476294,958.3094653531164,13.0,1,27.065,0.122,8.9,-0.046,0.233,0,26.574,0.117,9.3,-0.109,0.277,0
169.9967280350193,13.003505982088324,2567.919703173504,1485.4351392294514,11.9,1,27.52,0.192,5.7,-0.117,0.035,0,26.501,0.112,9.7,-0.087,0.049,0
170.00036280633933,13.025820094570093,3733.7260185367586,312.495840105084,10.5,1,27.637,0.211,5.1,-0.062,0.008,0,26.482,0.128,8.5,0.006,0.01,2
