RA,DEC,X,Y,SNR,stype,inst_vega_mag1,mag1_err,snr_mag1,sharp_mag1,crowd_mag1,flag_mag1,inst_vega_mag2,mag2_err,snr_mag2,sharp_mag2,crowd_mag2,flag_mag2
170.00623092221053,13.000797692400106,2974.481032451123,2020.3177155816225,22.9,1,27.494,0.167,6.5,0.041,0.041,0,25.533,0.05,21.7,0.019,0.033,0
169.99048242661394,13.01767731664387,2842.51396578729,404.1747338262922,21.6,1,27.382,0.173,6.3,-0.003,0.63,0,25.535,0.054,20.2,-0.054,0.238,0
169.99965913808774,13.011427778818176,3076.4967264384095,1128.5857987653458,22.3,1,27.495,0.182,6.0,-0.009,0.108,2,25.513,0.051,21.3,0.038,0.098,0
170.00430614046738,13.014377237019133,3459.377366785225,1135.373237284874,22.4,1,26.864,0.112,9.7,-0.111,0.628,0,25.596,0.057,19.1,-0.109,0.45,0
169.98979559579308,13.018827264600748,2854.5293697167426,310.3108406191958,25.5,1,26.349,0.075,14.5,-0.252,0.511,0,25.416,0.053,20.7,-0.228,0.719,0
169.96213846853558,12.999652329417385,451.7053338138536,366.3104312380717,23.6,1,26.391,0.079,13.8,-0.156,0.461,0,25.634,0.059,18.5,-0.124,0.453,0
169.97558068687786,12.996004926504957,1048.71834982249,1109.4482591368899,25.0,1,26.683,0.091,11.9,-0.138,0.276,0,25.485,0.05,21.9,-0.072,0.441,0
169.99045778151506,12.996554560974303,1909.7744832290884,1657.8274371582788,22.0,1,27.717,0.207,5.3,-0.069,0.034,0,25.542,0.051,21.2,0.016,0.023,0
170.00640593014697,13.013241788657476,3525.5491709798666,1284.323075724479,21.9,1,27.52,0.185,5.9,-0.103,0.012,0,25.534,0.052,20.8,-0.028,0.005,0
170.0097937245032,13.014057028792287,3746.135528365733,1368.3563305387347,21.3,1,26.404,0.083,13.1,-0.189,0.49,0,25.602,0.071,15.3,-0.249,0.66,0
169.98340251796483,13.014693651352708,2321.350810216338,304.14419154007817,23.1,1,27.173,0.139,7.8,-0.216,0.306,0,25.468,0.05,21.6,-0.082,0.287,0
169.99907277145212,13.030053755566625,3843.2053639456017,17.40464265409293,21.9,1,27.261,0.161,6.8,0.097,0.218,0,25.49,0.053,20.6,0.049,0.235,0
169.99107946498785,13.016213265226646,2811.868415338855,513.0977395530424,14.3,1,27.34,0.212,5.1,-0.072,1.499,0,25.487,0.094,11.5,0.067,2.432,0
169.96206357182402,12.998266565930106,383.6061866684092,446.26554900165155,23.8,1,26.513,0.088,12.4,-0.133,0.439,2,25.531,0.055,19.8,-0.223,0.569,0
169.98005791938604,12.99981964954455,1474.0478294154816,1055.109483264222,23.9,1,26.811,0.103,10.5,-0.011,0.069,0,25.476,0.051,21.3,-0.051,0.161,0
169.99528977873456,12.998261556438425,2255.6075912450615,1744.059855458018,21.4,1,27.752,0.214,5.1,0.017,0.077,0,25.564,0.052,20.7,-0.085,0.126,0
169.9920083003272,12.992465948086275,1812.4065267251046,1966.3376851704436,26.5,1,26.213,0.06,18.2,-0.173,0.205,0,25.701,0.057,19.2,-0.184,0.249,0
170.00829808215116,13.022458074213704,4023.2894168126477,816.1711151887902,23.3,1,26.996,0.121,9.0,-0.161,0.028,0,25.475,0.051,21.3,-0.037,0.103,0
169.9996221122836,13.01718422077604,3323.4908080798346,787.9068398431078,18.9,1,26.278,0.085,12.8,0.019,1.307,0,25.634,0.085,12.8,0.011,1.898,0
169.99006296770523,12.992070557533317,1685.466896930772,1914.0918224692005,23.6,1,26.671,0.093,11.7,-0.219,0.763,0,25.508,0.054,20.2,-0.186,0.715,0
169.98411760263207,12.997529169762068,1598.6409228670668,1351.129326589863,21.9,1,27.431,0.169,6.4,0.199,0.026,0,25.566,0.053,20.6,0.011,0.043,0
169.9916231950681,13.010484729341842,2592.0467559464228,871.4353870078465,22.2,1,27.581,0.192,5.6,-0.375,0.011,0,25.528,0.051,21.4,-0.061,0.012,0
169.9973363872292,13.001306358077859,2504.495019813573,1641.035256208921,21.1,1,27.753,0.213,5.1,0.004,0.074,0,25.599,0.054,20.0,0.008,0.063,0
169.99870446271336,13.006707355240398,2817.946587865341,1371.5712465560787,22.5,1,27.314,0.15,7.2,0.035,0.056,0,25.526,0.051,21.1,-0.001,0.161,0
169.97993308192542,13.011651706464836,1994.855978476731,348.03310869369324,22.0,1,26.783,0.111,9.8,-0.162,0.845,0,25.483,0.056,19.5,-0.16,0.724,0
170.0158090557143,13.012511909037867,4008.897657579984,1695.303376601819,19.5,1,26.806,0.116,9.3,-0.354,0.745,0,25.613,0.064,17.0,-0.18,1.008,0
169.97843917484894,13.015985421262963,2102.6142780539076,35.81304726786458,26.5,1,26.225,0.063,17.2,-0.186,0.131,0,25.618,0.055,19.6,-0.226,0.172,0
169.99828777752845,13.02633630304379,3642.495043524233,202.21359703561492,19.5,1,26.497,0.099,11.0,-0.2,0.502,2,25.67,0.07,15.6,-0.157,0.47,2
169.99046359389382,12.997724874600703,1962.5833562827868,1587.4717725310484,23.2,1,26.564,0.085,12.8,-0.039,0.378,0,25.621,0.057,19.1,-0.025,0.405,0
169.99419082749247,13.021896256427121,3228.4286736561985,301.6493447864997,20.5,1,27.651,0.211,5.2,-0.266,0.035,0,25.603,0.055,19.6,-0.018,0.125,0
170.01332533477566,13.009746228450165,3754.1479206512245,1762.4803658330088,21.1,1,26.801,0.103,10.6,-0.108,0.634,0,25.658,0.06,18.0,-0.124,0.504,0
170.00430462165968,13.00915858346361,3233.532640878531,1444.4141601207682,23.6,1,26.589,0.086,12.6,-0.119,0.46,0,25.569,0.055,19.8,-0.074,0.389,0
170.0000910031207,13.029607756335842,3879.7409280252064,82.54015704418893,20.7,1,27.461,0.199,5.4,0.013,0.085,0,25.563,0.055,19.8,0.0,0.044,0
170.00145343003354,13.03083403846436,4005.7465829202715,64.36065658554821,20.8,1,27.074,0.165,6.6,-0.027,0.385,0,25.588,0.056,19.3,-0.059,0.19,0
170.01576830103176,13.009888855664475,3894.110196483697,1849.8338476645386,20.7,1,27.414,0.167,6.5,0.071,0.128,0,25.583,0.056,19.3,-0.039,0.163,0
170.0059914365197,13.01407107117342,3538.55622589038,1219.1372909597467,20.3,1,26.626,0.093,11.6,-0.158,0.691,0,25.827,0.084,12.9,-0.243,0.878,0
169.9702493816652,12.991405242529433,534.2650132745599,1179.2065132466755,19.2,1,27.531,0.213,5.1,-0.323,1.295,0,25.501,0.059,18.4,-0.149,0.785,0
170.0027729490728,13.016289187087194,3457.677670212319,963.0245815670581,23.6,1,26.708,0.093,11.6,-0.001,0.006,0,25.552,0.053,20.3,-0.039,0.026,0
170.0042148421032,13.029120987246502,4083.4521699611596,270.2266880907533,21.1,1,26.23,0.078,13.9,-0.246,0.964,0,25.643,0.071,15.4,-0.208,1.241,0
169.99001906263757,12.992041276278403,1681.676699699098,1914.1518394596615,21.5,1,26.464,0.082,13.3,-0.22,0.754,0,25.677,0.066,16.3,-0.273,0.932,2
170.0170638355708,13.008388815303427,3900.5583674862187,1990.3045736740505,16.4,1,27.601,0.198,5.5,-0.276,0.07,0,25.848,0.097,11.2,-0.183,0.172,0
170.01254304027302,13.011589616095364,3790.6220283253297,1622.1393941808758,23.5,1,26.512,0.081,13.3,-0.081,0.066,0,25.604,0.057,19.1,0.013,0.071,0
170.00039361885473,13.012531031603514,3164.779357276633,1091.9677193484576,22.5,1,26.411,0.082,13.3,-0.267,0.749,2,25.608,0.061,17.9,-0.269,0.839,0
170.00301043908428,13.00643418755629,3043.6188164006826,1556.1078634480068,21.4,1,27.358,0.162,6.7,-0.059,0.378,0,25.603,0.055,19.9,-0.071,0.114,0
169.96226541639209,12.992596574235344,132.14233165289298,795.2539861242591,23.8,1,26.706,0.094,11.5,0.007,0.178,0,25.567,0.053,20.6,-0.109,0.14,0
169.9919255684312,12.99930626709441,2114.8292956773603,1549.4834298897617,21.1,1,27.581,0.192,5.7,0.009,0.014,0,25.628,0.054,20.2,-0.058,0.015,0
169.99454277381528,13.024531035515183,3360.7378930184414,162.0277964125153,20.2,1,27.616,0.213,5.1,-0.202,0.027,0,25.614,0.056,19.3,-0.042,0.038,0
169.99015487418478,13.00844166976658,2421.0912616465002,935.172139602022,20.7,1,27.66,0.208,5.2,-0.134,0.067,0,25.594,0.055,19.8,-0.048,0.16,0
170.01723082632247,13.011687069850161,4051.3157440003774,1800.106249683887,22.9,1,26.482,0.078,14.0,-0.137,0.253,0,25.643,0.061,17.9,-0.075,0.35,0
170.00353290209878,13.001298504865062,2847.3467211354073,1884.2673655443982,20.3,1,27.551,0.177,6.1,0.099,0.113,0,25.664,0.057,19.1,-0.01,0.276,0
170.01715471803115,13.009785191278587,3965.5873577336874,1910.4494662930679,20.2,1,27.334,0.161,6.8,-0.117,0.355,0,25.571,0.057,18.9,-0.033,0.279,0
170.0087128183246,13.01995187903837,3939.23404688388,979.0408680314569,17.5,1,27.33,0.196,5.6,-0.309,0.033,2,25.635,0.065,16.6,-0.156,0.073,2
169.9972823612477,13.007011001275373,2752.6890323036446,1297.9764471742246,20.8,1,27.323,0.156,7.0,-0.164,0.58,0,25.574,0.056,19.4,-0.324,0.622,0
169.999573669354,13.026246762823845,3708.841618358133,257.1796155647854,20.3,1,27.219,0.16,6.8,0.051,0.046,0,25.569,0.057,18.9,0.113,0.059,0
170.00037969765086,12.998243667698729,2537.7037019431464,1944.6751032091156,24.5,1,26.248,0.062,17.5,-0.061,0.209,0,25.788,0.064,16.9,-0.042,0.45,0
170.00463517217696,13.012363789967122,3390.5410710896786,1267.1849486563156,22.7,1,26.809,0.1,10.8,-0.143,0.07,0,25.593,0.055,19.8,-0.083,0.101,0
170.00315341402614,13.002392231159382,2874.463662732187,1803.652517561229,19.8,1,27.572,0.192,5.6,-0.089,0.924,0,25.654,0.058,18.6,0.025,0.315,0
169.99801883369796,13.024494136040962,3549.2454900858943,298.75776271812543,19.6,1,27.599,0.198,5.5,-0.107,0.012,0,25.619,0.06,18.0,-0.109,0.014,2
170.00183229892946,13.0107621271575,3167.168443796309,1252.7171341078704,20.1,1,27.677,0.206,5.3,0.196,0.014,0,25.607,0.056,19.3,-0.066,0.017,0
169.99338548110188,13.007393977662018,2553.9687745954834,1123.2090389018692,11.4,1,27.202,0.157,6.9,0.125,0.833,2,26.461,0.133,8.1,0.437,1.705,0
170.01475516140727,13.007440115724394,3733.0876099784114,1956.3077346851242,19.7,1,27.635,0.201,5.4,-0.049,0.015,0,25.655,0.058,18.8,-0.015,0.019,0
169.99671704188944,13.017466502508706,3176.2458025995197,658.4961642273813,21.4,1,27.404,0.167,6.5,0.085,0.006,0,25.596,0.054,20.1,-0.027,0.006,0
170.01528315133402,13.014635148515007,4070.9727750452603,1548.7726706075596,20.8,1,27.081,0.128,8.5,-0.092,0.077,0,25.623,0.058,18.6,-0.14,0.256,0
170.0107819615752,13.011738006661743,3700.5629289715457,1544.3950047134547,19.8,1,27.535,0.186,5.8,-0.053,0.124,0,25.604,0.058,18.7,-0.03,0.162,2
169.99526152021684,13.026038543898476,3464.5100594038586,102.37114661197499,21.1,1,27.063,0.133,8.1,-0.092,0.025,0,25.606,0.057,19.1,0.003,0.039,0
169.99417547709638,13.000772575329687,2305.3093713530197,1549.402382979787,19.7,1,27.406,0.164,6.6,-0.228,0.943,0,25.706,0.061,17.9,-0.087,0.537,0
170.00084862049266,13.028232163374026,3862.6760945911738,191.4330897268635,20.1,1,27.38,0.18,6.0,-0.126,0.237,0,25.597,0.057,18.9,-0.043,0.233,0
170.00193021650549,13.02444166280865,3760.5452887498595,453.34642859911963,18.8,1,27.028,0.152,7.1,-0.355,0.878,2,25.597,0.063,17.2,-0.143,0.628,0
170.01591971544724,13.012348455143838,4007.9483904333647,1709.3524578766232,16.0,1,27.295,0.176,6.2,-0.053,1.347,0,25.719,0.084,12.9,-0.006,1.247,0
170.00700486918595,13.02481919519885,4053.100515513717,628.1733146014958,19.4,1,27.628,0.215,5.1,-0.039,0.05,0,25.652,0.058,18.6,-0.077,0.041,0
170.00550034295787,13.020564453850604,3790.067187365647,818.1922706172116,18.6,1,26.586,0.101,10.7,-0.158,0.383,2,25.891,0.083,13.0,-0.158,0.6,2
169.99752458964798,13.003698627136743,2620.533581017036,1505.0535583336004,18.5,1,27.686,0.218,5.0,0.311,1.039,0,25.709,0.063,17.2,0.164,0.663,0
169.993580817395,13.002117162645417,2331.914990033012,1445.5390668084785,15.2,1,27.285,0.187,5.8,-0.398,1.138,2,25.899,0.108,10.1,-0.186,0.905,2
169.99084694673613,13.023828079823437,3128.0798818559147,59.78580582188804,20.5,1,27.507,0.183,5.9,-0.214,0.266,0,25.637,0.057,19.0,-0.048,0.251,0
169.98385800351727,13.007301989691177,2020.960184276407,757.5160339345348,16.2,1,27.094,0.166,6.5,-0.299,1.032,2,25.759,0.079,13.7,-0.274,0.805,2
170.01212653125592,13.014688573234999,3900.786711035621,1422.15193823482,20.8,1,26.488,0.085,12.8,-0.216,0.379,0,25.712,0.067,16.2,-0.19,0.65,0
169.99870185330514,13.014816524170106,3170.7584897408437,891.3208823045074,20.2,1,27.371,0.172,6.3,0.018,0.054,0,25.662,0.057,19.1,-0.056,0.038,0
169.9834224093682,13.01465822778121,2320.9009452567334,306.99400660077083,21.3,1,27.287,0.154,7.1,-0.118,0.203,0,25.6,0.054,20.0,-0.171,0.269,0
170.00326305792584,13.009102922587978,3173.8073968360245,1407.0369482473802,20.8,1,27.194,0.158,6.9,-0.236,0.01,0,25.698,0.058,18.7,-0.143,0.014,0
169.97858448096434,12.983474668272562,640.6658613221953,1990.43257338583,20.4,1,27.539,0.178,6.1,0.062,0.007,0,25.683,0.057,19.2,0.08,0.005,0
169.98417527548187,12.997761766946395,1612.360994589639,1339.3900228595799,19.8,1,27.636,0.197,5.5,0.096,0.016,0,25.685,0.058,18.9,-0.047,0.033,0
169.9750550903427,13.01239316038159,1755.680324912344,114.86976444160496,21.2,1,26.551,0.093,11.6,-0.204,0.03,2,25.66,0.062,17.5,-0.113,0.043,2
169.9722582977282,12.988921200812467,533.6377742383359,1408.741420837739,18.4,1,27.515,0.178,6.1,-0.101,0.041,0,25.768,0.071,15.4,0.041,0.022,0
170.00758645516223,13.019266187887261,3848.5190445161447,975.4216071833341,18.8,1,27.593,0.205,5.3,-0.095,0.33,0,25.681,0.061,17.9,-0.022,0.229,0
170.01665309724638,13.008823678575759,3896.765818078547,1948.1673658718798,19.2,1,27.294,0.158,6.9,-0.074,0.259,0,25.671,0.061,17.8,-0.151,0.233,0
169.98428648037705,12.996210578529302,1548.5930698631462,1437.1639448035417,22.5,1,26.386,0.071,15.3,-0.198,0.247,0,25.92,0.079,13.8,-0.265,0.284,0
169.99269519313665,13.02339366179392,3210.7696529949335,156.57898321265154,19.9,1,26.794,0.108,10.0,-0.242,0.253,0,25.625,0.066,16.3,-0.134,0.176,0
170.013479853079,13.007670719869497,3673.080873482894,1892.422267741116,18.8,1,27.385,0.165,6.6,0.019,0.202,0,25.727,0.063,17.3,-0.109,0.053,2
169.9995755088156,13.017222186540879,3322.57053420658,783.8671106086185,18.0,1,26.248,0.075,14.4,-0.126,1.138,0,26.113,0.118,9.2,-0.13,2.198,0
169.99328388194746,13.008314922038782,2588.787349390457,1064.5827022503647,20.3,1,26.456,0.084,12.9,-0.15,0.745,0,25.751,0.071,15.4,-0.03,1.181,0
169.9881765387026,13.009940903150241,2377.369710263834,769.4432806535049,23.1,1,26.221,0.064,17.0,-0.052,0.25,0,25.888,0.07,15.6,-0.114,0.474,0
170.01753937735813,13.009140253443707,3958.939995069658,1964.0759761473494,19.1,1,26.991,0.128,8.5,-0.172,0.077,0,25.679,0.064,17.0,-0.075,0.218,0
169.98219529816697,12.993957832917829,1328.8144668311227,1491.4815865725955,20.0,1,27.185,0.145,7.5,-0.177,0.028,0,25.688,0.059,18.4,-0.108,0.047,0
170.00283450580577,13.009639217020714,3173.5346736428583,1358.440145830779,20.1,1,26.899,0.112,9.7,-0.189,0.516,0,25.723,0.063,17.2,-0.078,0.355,0
170.00037241925094,12.997309685747076,2495.8446168995274,2000.8316411852484,19.6,1,27.69,0.198,5.5,-0.143,0.017,0,25.72,0.058,18.7,-0.001,0.024,0
170.00256085995323,12.999802211073856,2727.5932809758633,1936.244608681132,22.3,1,26.731,0.09,12.1,-0.115,0.053,0,25.718,0.058,18.8,-0.127,0.146,0
170.00324357699475,13.017947590140116,3554.7183935238286,883.8692513261108,19.2,1,27.232,0.166,6.5,-0.174,0.172,0,25.696,0.071,15.3,-0.211,0.161,0
170.00734890828,13.011747348488207,3512.805481401286,1409.6349047112672,21.3,1,26.503,0.079,13.7,-0.125,0.182,0,25.819,0.068,16.1,-0.062,0.457,0
169.9988480839669,13.020606187919865,3428.1835040589713,557.4714166034325,19.5,1,27.625,0.206,5.3,-0.216,0.041,0,25.696,0.059,18.4,-0.051,0.059,0
169.99519567283573,13.006254455994066,2604.079139139777,1261.5796618328964,19.6,1,27.578,0.19,5.7,-0.012,0.032,0,25.685,0.058,18.7,0.029,0.038,0
169.99226069474904,13.00757285628215,2499.552858995527,1068.7429215888508,19.2,1,27.37,0.167,6.5,-0.17,0.745,0,25.629,0.061,17.9,-0.15,0.717,0
170.00261420374682,13.019263274599867,3576.703892557046,782.2458133664545,19.7,1,26.427,0.088,12.4,-0.207,1.084,0,25.733,0.076,14.3,-0.254,1.452,0
170.00479333257823,13.027381015967022,4041.306810198738,393.48881429999443,18.3,1,27.395,0.205,5.3,-0.215,0.055,2,25.757,0.063,17.2,-0.062,0.059,0
169.99332815657382,13.008345021657297,2592.557545563682,1064.5226853703855,19.6,1,26.794,0.106,10.2,-0.111,0.867,0,25.681,0.067,16.2,0.093,1.154,0
169.98341420331124,13.016969000099285,2421.5187104623205,171.37237023196963,21.7,1,26.515,0.088,12.3,-0.193,0.672,0,25.662,0.062,17.5,-0.195,0.735,0
170.00394021630666,13.02485641808552,3887.775019729399,507.13218842304036,17.1,1,27.242,0.173,6.3,-0.011,0.041,2,25.713,0.07,15.6,-0.065,0.065,2
169.98200965835957,12.997849713230398,1494.7797615846227,1249.4965844377448,19.6,1,27.403,0.172,6.3,0.219,0.477,0,25.735,0.06,18.2,-0.074,0.114,0
170.00441195029103,13.016010554200376,3535.476257297123,1043.2188776398093,20.7,1,26.912,0.113,9.6,-0.1,0.389,0,25.68,0.06,18.0,-0.046,0.288,0
169.99344340143065,13.00842765274644,2602.5580519350624,1064.112657092526,18.7,1,27.283,0.159,6.8,-0.131,0.876,0,25.682,0.065,16.8,-0.117,0.964,0
170.01108884291415,13.01905271727284,4030.5169781863356,1124.3708058242894,17.4,1,27.485,0.195,5.6,0.118,0.133,0,25.728,0.067,16.3,-0.105,0.165,0
169.99734274248382,13.003995969082117,2623.5623540340625,1480.1651784418873,16.8,1,27.436,0.202,5.4,-0.015,0.157,2,25.788,0.07,15.4,-0.008,0.124,2
169.9947042249603,13.023601100769945,3329.7396129134954,222.31400279511897,19.1,1,27.239,0.182,6.0,-0.087,0.002,0,25.71,0.061,17.9,-0.083,0.006,0
169.98665954909993,13.000657790412086,1881.4109515447783,1262.5835879337735,22.9,1,26.668,0.087,12.5,-0.127,0.122,0,25.696,0.057,19.0,-0.196,0.151,0
169.98127898378328,12.98606005068661,914.3673664242363,1936.98457654453,19.8,1,27.627,0.184,5.9,0.077,0.04,0,25.772,0.059,18.3,-0.046,0.038,0
169.99689532074456,13.012972664559719,2991.4611405327264,929.6993487244381,19.3,1,27.514,0.183,5.9,-0.134,0.205,0,25.716,0.06,18.0,-0.066,0.181,0
170.01081791440257,13.009928014897786,3624.5349808050655,1653.3882565194147,17.7,1,27.646,0.215,5.0,-0.064,0.257,0,25.766,0.065,16.6,-0.008,0.211,0
169.9932681649266,13.007552671691547,2554.4480196555005,1109.2099569352208,20.9,1,26.698,0.096,11.3,-0.124,0.622,0,25.609,0.062,17.4,0.112,1.027,0
170.01572429296414,13.01120385370202,3948.188594968056,1769.7588152401095,17.9,1,26.371,0.082,13.2,-0.058,0.008,0,26.631,0.163,6.7,0.324,0.108,0
169.9718806700256,12.983092972331153,239.02127108853313,1751.190526415667,15.0,1,26.106,0.082,13.2,0.019,1.191,0,26.45,0.165,6.6,-0.04,2.112,0
169.98176821831143,13.002937753690956,1709.963646316565,935.4860473316587,17.2,1,26.911,0.117,9.3,-0.042,0.603,0,25.967,0.077,14.0,-0.138,0.653,0
169.96598818024134,13.007620749299619,1033.1680930191333,43.168471301467406,21.4,1,26.967,0.118,9.2,-0.09,0.009,0,25.639,0.057,19.0,0.029,0.003,0
170.00019408918118,13.024364205050484,3662.5066014844574,390.57109873861623,17.9,1,26.544,0.108,10.0,-0.177,0.95,0,25.967,0.086,12.6,-0.243,1.228,0
169.9620776159103,12.995694926989154,265.4885671768445,601.1160174153225,18.7,1,27.513,0.187,5.8,-0.093,0.572,0,25.758,0.063,17.3,-0.017,0.321,0
169.99644270673005,13.013045882070951,2969.718767647977,907.7709110050283,18.9,1,27.322,0.163,6.7,-0.353,0.8,0,25.697,0.062,17.6,-0.108,0.511,0
169.99186612166557,12.991922022268438,1779.8463380591413,1993.866054573295,19.0,1,27.808,0.217,5.0,-0.18,0.013,0,25.778,0.06,18.1,-0.078,0.004,0
169.9823314629273,12.988349351563238,1079.7906010420222,1837.9601752821054,19.0,1,27.765,0.214,5.1,0.221,0.012,0,25.77,0.06,18.2,-0.003,0.021,0
170.00792231746183,13.008146668199789,3388.522086448728,1646.1300376425806,19.0,1,27.566,0.187,5.8,-0.052,0.025,0,25.761,0.061,17.8,-0.106,0.07,0
169.98645523246606,13.011117683314247,2333.659793671061,633.0324934724949,19.2,1,26.703,0.113,9.6,-0.194,0.56,0,25.901,0.073,14.9,-0.13,0.603,0
169.96147780139475,12.998620877731737,366.4128210817753,402.2085414874777,22.2,1,26.383,0.073,14.9,-0.111,0.255,0,25.887,0.069,15.7,-0.107,0.275,0
169.99495070258948,13.02536531200201,3418.7491437350814,129.38962247188468,20.0,1,26.741,0.106,10.2,-0.192,0.394,0,25.766,0.066,16.5,-0.047,0.466,0
170.00285138107924,13.029710989686073,4034.274723509098,183.32267519002966,17.0,1,27.348,0.215,5.1,-0.043,0.086,0,25.748,0.067,16.1,-0.053,0.049,0
170.01027674834498,13.01512138399161,3818.2068871923634,1324.308829287776,19.0,1,27.461,0.174,6.2,-0.121,0.031,0,25.723,0.061,17.7,0.043,0.064,0
169.99048426039752,13.010543696641623,2531.6308940320946,823.6288648563292,19.3,1,27.327,0.156,6.9,-0.022,0.019,0,25.748,0.062,17.6,0.049,0.031,0
170.01825985131532,13.010411400165118,4052.9423182846604,1916.5085852398636,17.2,1,27.66,0.213,5.1,-0.235,0.024,0,25.82,0.068,15.9,-0.062,0.029,0
170.00069315011748,13.02042140442944,3521.243021365307,639.865483699705,19.4,1,27.445,0.169,6.4,-0.075,0.03,0,25.703,0.06,18.1,-0.093,0.041,0
170.0157910003455,13.014104405085469,4076.0359039036903,1600.0992670302721,18.2,1,27.465,0.188,5.8,-0.045,0.31,0,25.725,0.064,17.0,0.023,0.478,0
169.9818864284009,13.013227339097085,2172.8844677750735,331.31322485826036,18.1,1,26.524,0.104,10.4,-0.212,1.492,0,25.692,0.076,14.3,-0.2,1.511,0
169.98317787747985,13.011600130041797,2173.002605325363,477.1936300562286,19.0,1,27.595,0.204,5.3,-0.053,0.02,0,25.716,0.06,18.2,-0.07,0.014,0
170.00442911307707,13.010495581694292,3298.3819170154316,1369.858705189118,18.6,1,27.626,0.187,5.8,-0.069,0.056,0,25.712,0.062,17.5,0.042,0.044,0
170.0007483257776,13.00876513685811,3020.614936423438,1328.9329311897231,19.7,1,27.056,0.121,9.0,-0.186,0.443,0,25.72,0.064,17.0,-0.074,0.607,0
169.99946304989854,13.007856916761481,2910.109301974682,1332.7632897271951,16.8,1,27.771,0.218,5.0,0.144,0.407,0,25.757,0.072,15.1,-0.047,0.283,0
169.9889252830315,13.016787096937454,2718.036914786195,395.8559685581007,18.5,1,27.678,0.213,5.1,0.108,0.076,0,25.738,0.062,17.6,0.017,0.129,0
169.99278209844195,13.009363662996538,2607.0237602808243,982.8779750029,18.0,1,27.651,0.206,5.3,0.002,0.223,0,25.768,0.063,17.1,0.032,0.193,0
169.96433791742564,12.993553758347502,295.7522773275621,818.3515632550892,20.3,1,26.876,0.112,9.7,-0.062,0.355,0,25.749,0.062,17.5,-0.128,0.415,0
170.0036983827732,13.004945114406393,3016.4838396517916,1671.9903920733188,18.7,1,27.496,0.17,6.4,0.052,0.14,0,25.801,0.064,17.1,0.053,0.087,0
169.9943063628763,13.006847254291197,2580.9140134147788,1191.6143912221785,18.3,1,27.657,0.204,5.3,0.124,0.062,0,25.781,0.062,17.4,0.003,0.105,0
170.0059553863078,13.014101612687526,3537.896012040134,1215.9275057055347,16.6,1,26.376,0.09,12.0,-0.141,0.707,2,26.098,0.105,10.3,-0.34,1.162,2
169.98595683710454,13.010986576764015,2300.25737670534,621.3834441180522,16.4,1,26.239,0.086,12.6,-0.111,1.589,0,25.943,0.111,9.8,0.16,2.342,0
170.01251042643705,13.006889509081235,3586.076751929432,1901.0821788264745,17.4,1,27.564,0.189,5.7,-0.013,0.114,0,25.758,0.067,16.2,0.014,0.167,2
170.00894164777824,13.01882236710469,3903.546350195163,1054.2461191349237,18.3,1,27.55,0.198,5.5,-0.098,0.018,0,25.753,0.064,17.0,0.023,0.019,0
169.98460127287206,13.020055583260154,2621.5018193206156,37.2800843731255,22.8,1,26.346,0.072,15.0,-0.108,0.174,0,25.772,0.064,17.0,-0.077,0.174,0
169.99994495337194,13.007151864788204,2905.8824659151155,1393.5393160062738,18.6,1,27.459,0.176,6.2,-0.157,0.049,0,25.793,0.063,17.2,-0.037,0.092,0
170.01362379943808,13.00675118354987,3641.2225690453915,1953.0884538844075,19.4,1,26.849,0.103,10.5,-0.241,0.383,0,25.829,0.067,16.1,-0.093,0.343,0
169.99326310121265,13.002578772334067,2334.722906407386,1405.4916851022926,11.7,1,27.153,0.136,8.0,-0.048,0.525,0,26.708,0.136,8.0,-0.074,0.689,0
169.97332813101153,12.99669131308284,952.5660587393603,980.2272888010372,17.2,1,27.408,0.184,5.9,0.009,0.06,0,25.8,0.07,15.6,0.052,0.042,2
169.9949645817512,13.025341480219284,3418.489236993684,131.30949764278586,17.7,1,27.213,0.154,7.1,-0.23,0.591,0,25.787,0.068,15.9,-0.17,0.45,0
170.01575632061687,13.012463649821829,4003.9474402049823,1696.1033513354362,16.0,1,26.948,0.131,8.3,-0.356,1.162,0,25.802,0.083,13.1,-0.09,1.567,0
169.98432733635894,13.011705632795461,2241.468372665142,515.6607219672833,20.3,1,26.656,0.094,11.6,-0.005,0.511,0,25.808,0.067,16.3,-0.066,0.502,0
169.96781875227686,13.00692355777229,1105.1581701998928,155.6106786056578,17.8,1,27.397,0.171,6.4,0.024,0.327,0,25.865,0.068,15.9,-0.112,0.25,0
170.00467540196783,13.022439919293822,3825.031140436938,676.5113954291339,17.1,1,27.64,0.214,5.1,-0.093,0.122,0,25.828,0.067,16.1,-0.094,0.229,0
170.00380880417785,13.028071507768598,4016.9811654684413,315.3140900131423,18.0,1,27.298,0.17,6.4,0.068,0.018,0,25.756,0.065,16.7,-0.047,0.032,0
169.9924050039672,13.008738650072592,2558.7524509193204,1005.2167725000565,17.8,1,27.103,0.137,7.9,-0.124,0.447,0,25.804,0.072,15.1,0.008,1.062,0
169.97640169693682,12.994616130306854,1031.723905247912,1225.2507370091134,18.9,1,27.31,0.155,7.0,0.055,0.013,0,25.791,0.062,17.5,-0.069,0.024,0
169.9919521652534,13.001557957937512,2216.557204907156,1415.3916867715266,19.8,1,26.804,0.1,10.8,-0.042,0.284,0,25.868,0.067,16.3,-0.09,0.299,0
