X,Y,SNR,stype,inst_vega_mag1,mag1_err,snr_mag1,sharp_mag1,crowd_mag1,flag_mag1,inst_vega_mag2,mag2_err,snr_mag2,sharp_mag2,crowd_mag2,flag_mag2,RA,DEC
1621.9148134731256,1774.5897880299324,1564.2,1,21.327,0.001,1341.6,-0.074,0.306,0,21.119,0.001,797.3,-0.103,0.371,0,161.77116465116947,17.273191053499342
511.41785284777893,3480.7789713138686,1807.3,1,22.462,0.001,907.8,0.032,0.0,0,20.158,0.001,1562.6,0.017,0.0,0,161.78937122106151,17.250894257620985
2259.0296571691824,702.3378389374334,1081.4,1,21.952,0.001,999.3,-0.076,0.301,0,22.464,0.003,411.0,-0.127,0.414,0,161.75943285366623,17.286404435692766
1735.508108004621,1370.708773244809,1036.9,1,22.121,0.001,895.8,-0.083,0.241,0,21.854,0.002,520.8,-0.119,0.29,0,161.76614765444126,17.27650834725468
1227.1537157622806,1660.1503554280266,1028.3,1,22.167,0.001,877.2,-0.111,0.252,0,21.865,0.002,535.6,-0.131,0.29,0,161.76772223516946,17.268523975760246
1367.2564150057078,1765.536805661848,1021.2,1,22.31,0.001,834.9,-0.0819999999999999,0.114,0,21.736,0.002,587.3,-0.088,0.127,0,161.7698347378092,17.269887590759712
1681.3397860846442,3707.405667993685,1065.3,1,24.617,0.004,282.8,0.032,0.003,0,21.045,0.001,1026.0,0.008,0.004,0,161.79802692648357,17.265233282051682
1641.2119030222802,1333.9020790957027,928.3,1,22.309,0.001,812.0,-0.054,0.093,0,22.1,0.002,442.3,-0.065,0.122,0,161.76519511403163,17.275436315696062
1465.780868230992,1319.0134075451974,1001.5,1,22.388,0.001,844.0,-0.062,0.037,0,21.988000000000003,0.002,538.6,-0.0819999999999999,0.037,0,161.76416001507343,17.273199678896603
1596.4874110534101,1570.4295479577181,872.7,1,22.474,0.001,724.3,-0.057,0.05,0,21.891,0.002,486.0,-0.034,0.0559999999999999,0,161.76823645118813,17.273779911459833
1053.870112936254,2099.2369700552804,740.5,1,22.422,0.002,640.5,-0.131,0.032,0,22.219,0.003,369.8,-0.113,0.051,0,161.77294060794404,17.2642636096306
1212.0180967225917,1695.2975276543843,873.4,1,22.604,0.002,706.5,-0.047,0.285,0,22.023000000000003,0.002,512.3,-0.05,0.233,0,161.76813396726075,17.268166342694403
1804.0669448488857,1144.9481207328238,920.8,1,22.606,0.001,744.6,0.002,0.057,0,22.012,0.002,539.4,-0.008,0.045,0,161.76336714646737,17.278429075542224
1315.2072434156362,1861.48841349326,866.6,1,22.582,0.002,715.4,-0.017,0.271,0,22.1,0.002,488.1,-0.013,0.272,0,161.77090797316214,17.268770338546215
1200.7062508314752,1221.0514867291395,830.0,1,22.612,0.002,711.3,-0.076,0.326,0,22.404,0.003,426.5,-0.073,0.353,0,161.7615581603367,17.27016119139285
1473.942516780089,1911.654568109497,849.8,1,23.469,0.002,469.6,-0.093,0.0289999999999999,0,21.609,0.002,704.3,-0.138,0.034,0,161.77234926580581,17.270628221089524
1803.7384407984905,1330.350927353798,816.2,1,22.776,0.002,661.4,-0.08,0.134,0,22.12,0.002,477.9,-0.114,0.166,0,161.765915545102,17.277586815802
115.05151008206398,43.64222576500483,687.9,1,22.831,0.002,541.0,0.006,0.0,0,22.087,0.003,424.5,0.0069999999999999,0.0,0,161.74022805812794,17.261223301347307
1920.111278570074,1216.0649137122118,826.4,1,22.671,0.002,721.3,-0.064,0.12,0,22.448,0.003,402.9,-0.105,0.301,0,161.76489452124844,17.279631665270628
1941.629254027266,1543.6210303857943,781.4,1,22.826,0.002,663.6,-0.016,0.166,0,22.518,0.003,412.0,-0.026,0.157,0,161.76950145010275,17.278433780729433
1363.7263757338144,1649.8932860855189,677.1,1,23.014,0.002,553.4,-0.0819999999999999,0.163,0,22.387,0.003,389.6,-0.089,0.157,0,161.7682275964455,17.270363927689353
1751.338917987927,1071.6490938146233,727.2,1,22.988000000000003,0.002,598.7,-0.069,0.17,0,22.457,0.003,412.3,-0.1119999999999999,0.173,0,161.76210945285348,17.278067870809643
1311.0885367218389,1283.6383033600118,689.4,1,22.95,0.002,590.6,-0.0409999999999999,0.2789999999999999,0,22.644,0.003,355.4,-0.061,0.35,0,161.76294134300662,17.27132798617648
1224.3415312938398,1649.0495250972244,627.5,1,23.215,0.002,476.1,-0.1159999999999999,0.36,0,22.341,0.003,408.5,-0.111,0.303,0,161.76755625711831,17.26853721718987
1598.6132146527038,1544.4359574009702,547.0,1,23.172,0.002,441.8,-0.023,0.18,0,22.45,0.003,319.1,-0.069,0.173,0,161.76788901843733,17.273925315920525
