X,Y,RA,DEC,SNR,stype,inst_vega_mag1,mag1_err,snr_mag1,sharp_mag1,crowd_mag1,flag_mag1,inst_vega_mag2,mag2_err,snr_mag2,sharp_mag2,crowd_mag2,flag_mag2
2012.11,3590.2,53.45038227741171,-36.189355785459675,28.6,1,28.287,0.069,15.8,-0.063,0.006,0,27.303,0.049,22.1,-0.062,0.006,0
430.59,3838.17,53.46460419468689,-36.17031455656476,14.7,1,29.499,0.22,4.9,-0.022,0.042,0,27.972,0.091,12.0,0.068,0.0289999999999999,0
279.85,3900.59,53.465448141536655,-36.16815339293872,26.8,1,28.712,0.108,10.0,-0.2,0.177,0,27.176,0.046,23.8,-0.0559999999999999,0.17,0
622.4,4085.5,53.45922320900494,-36.17014777978635,17.2,1,28.771,0.15,7.2,0.063,0.067,0,27.848000000000003,0.11,9.9,-0.222,0.153,0
1182.13,3933.91,53.45503148753363,-36.17745660577165,29.1,1,28.38,0.074,14.7,0.1,0.048,0,27.218000000000004,0.045,24.1,0.03,0.067,0
749.7,3891.96,53.46036658192885,-36.17322994554564,27.0,1,28.466,0.08,13.5,-0.039,0.126,0,27.279,0.049,22.1,-0.126,0.153,0
2081.98,3154.2,53.455357432400646,-36.19399149336873,26.6,1,29.396,0.182,6.0,-0.021,0.22,0,27.185,0.044,24.8,-0.017,0.124,0
3419.21,1189.09,53.46647839585237,-36.225761695987735,26.1,1,28.588,0.091,12.0,0.024,0.03,0,27.604,0.062,17.5,-0.064,0.038,0
2829.78,3829.14,53.4381864935322,-36.19592162686477,28.3,1,28.99,0.124,8.8,0.04,0.098,0,27.138,0.0409999999999999,26.4,0.005,0.0579999999999999,0
3812.26,4162.77,53.422916461565094,-36.2033937137021,27.9,1,28.888,0.123,8.8,-0.103,0.052,0,27.184,0.043,25.4,-0.115,0.009,0
3945.61,1248.02,53.45987618081042,-36.23083693890826,28.2,1,28.643,0.093,11.7,-0.043,0.032,0,27.27,0.046,23.7,-0.031,0.012,0
1235.26,3509.46,53.46003903486917,-36.18181089881592,18.2,1,29.849,0.278,3.9,0.048,0.11,0,28.95,0.2019999999999999,5.4,0.151,0.087,0
408.36,3389.26,53.47076751421869,-36.17408483454182,28.0,1,28.288,0.07,15.5,-0.01,0.043,0,27.371,0.053,20.6,-0.05,0.111,0
3560.6,3472.45,53.434802107014,-36.2068811912094,30.6,1,29.89,0.282,3.8,-0.259,0.057,0,28.374,0.12,9.0,0.282,0.0409999999999999,0
1058.69,3569.71,53.46119748862533,-36.1793942930058,28.1,1,28.365,0.075,14.5,0.0409999999999999,0.024,0,27.317,0.049,22.1,-0.019,0.012,0
1124.22,4052.39,53.45411022268179,-36.17578276311752,28.5,1,28.862,0.111,9.7,-0.006,0.021,0,27.121,0.042,26.1,-0.055,0.015,0
2396.39,3710.17,53.44454970110514,-36.19237315677659,28.4,1,28.515,0.085,12.7,0.002,0.025,0,27.275,0.047,23.3,0.042,0.037,0
2210.89,1074.35,53.48135934299392,-36.21392718796588,23.3,1,28.178,0.075,14.4,0.2339999999999999,0.081,0,27.493,0.069,15.8,-0.003,0.109,0
1273.41,4000.12,53.45314923319115,-36.17783674390948,27.8,1,28.337,0.074,14.6,-0.043,0.043,0,27.371,0.052,20.8,-0.047,0.055,0
3635.13,4169.2,53.42479202920416,-36.20145214501124,29.4,1,28.075,0.063,17.3,0.088,0.0279999999999999,0,27.314,0.048,22.5,0.079,0.052,0
2085.2,350.64,53.49229646010157,-36.21904757463119,29.8,1,28.038,0.054,20.2,-0.091,0.091,0,27.504,0.054,20.0,-0.062,0.157,0
901.31,3993.7,53.45734897009098,-36.17393492353918,26.0,1,29.262,0.162,6.7,-0.037,0.1,0,27.268,0.049,22.2,0.08,0.136,0
797.19,3039.81,53.471075005212825,-36.18134149125446,28.4,1,28.215,0.067,16.3,0.024,0.011,0,27.29,0.049,22.2,0.044,0.027,0
3431.68,4018.51,53.429029944761695,-36.20063365989839,26.1,1,29.803,0.251,4.3,-0.158,0.066,0,27.217,0.044,24.7,-0.006,0.04,0
3505.99,1053.61,53.46730532385976,-36.22789438932769,28.5,1,28.626,0.093,11.7,-0.051,0.072,0,27.303,0.047,23.3,-0.036,0.064,0
2639.32,3392.7,53.446047408226455,-36.19779211976525,29.1,1,28.789,0.107,10.2,-0.065,0.048,0,27.138,0.0409999999999999,26.2,-0.016,0.08,0
3721.68,3504.15,53.43260156945467,-36.208311695323246,26.0,1,29.017,0.132,8.2,-0.093,0.391,0,27.272,0.048,22.7,-0.059,0.21,0
1099.86,2521.51,53.47456171529082,-36.18918827226839,25.7,1,29.516,0.206,5.3,-0.1969999999999999,0.084,0,27.207,0.045,24.0,-0.032,0.025,0
1140.49,3637.4,53.459400548470754,-36.17966044581745,21.9,1,29.49,0.193,5.6,0.003,0.157,0,27.802,0.076,14.3,-0.1,0.2189999999999999,0
3055.76,2617.71,53.45165826638511,-36.20914170384382,28.5,1,28.853,0.109,9.9,-0.0279999999999999,0.065,0,27.175,0.042,25.6,-0.027,0.05,0
2897.19,3097.42,53.44708745271984,-36.203171903885064,27.9,1,28.869,0.111,9.8,0.102,0.073,0,27.215,0.044,24.6,0.025,0.113,0
3042.76,2822.69,53.4490992241316,-36.20717341321929,29.4,1,27.974,0.052,20.7,-0.109,0.0279999999999999,0,27.496,0.055,19.8,-0.069,0.063,0
344.78,3332.99,53.4722122899602,-36.17391047536782,25.3,1,27.849,0.048,22.4,-0.035,0.105,0,28.289,0.114,9.5,-0.005,0.212,0
2967.08,3442.61,53.44176306271552,-36.20083352259514,28.7,1,28.278,0.072,15.1,-0.044,0.072,0,27.296,0.047,23.1,0.006,0.094,0
1330.22,2528.54,53.471921523255205,-36.191576933599784,24.9,1,28.354,0.106,10.3,0.018,0.022,0,27.24,0.053,20.3,-0.03,0.02,0
357.99,3276.87,53.47280605538493,-36.1745519301726,26.8,1,28.545,0.088,12.4,0.055,0.047,0,27.251,0.049,22.0,-0.0069999999999999,0.065,0
1622.29,3555.26,53.45515473554879,-36.18552012237652,29.4,1,28.383000000000003,0.073,14.9,-0.12,0.048,0,27.224,0.044,24.5,-0.0289999999999999,0.044,0
231.25,3893.87,53.46607406931761,-36.167696225612964,25.8,1,28.668000000000003,0.102,10.7,-0.114,0.102,0,27.302,0.052,20.7,-0.135,0.136,0
1324.4,1779.66,53.48186125554413,-36.19819851108504,27.6,1,28.069000000000003,0.0579999999999999,18.8,-0.085,0.406,0,27.587,0.062,17.6,-0.039,0.389,0
348.89,3928.49,53.464317029932786,-36.16863900219009,24.9,1,29.184,0.1689999999999999,6.4,-0.072,0.15,0,27.25,0.049,22.2,-0.032,0.218,0
2060.59,3742.32,53.447840650110564,-36.188513498278006,26.2,1,29.231,0.155,7.0,0.133,0.14,0,27.243,0.047,23.3,0.076,0.085,0
3464.16,1908.0,53.45649874968782,-36.21982273305406,29.5,1,28.444000000000003,0.076,14.3,0.053,0.032,0,27.258000000000003,0.045,24.2,0.055,0.009,0
3986.88,151.73,53.47388243263698,-36.241061332033794,20.6,1,27.897,0.069,15.8,-0.05,0.062,0,27.626,0.087,12.4,-0.089,0.1119999999999999,0
3318.24,977.44,53.470387484572626,-36.226576360369044,28.8,1,27.98,0.052,20.7,-0.106,0.302,0,27.584,0.059,18.4,-0.081,0.335,0
2622.19,4002.18,53.43820221374313,-36.192168140871935,29.1,1,27.92,0.05,21.7,-0.009,0.039,0,27.612,0.061,17.7,-0.085,0.113,0
1706.57,3779.45,53.45126715767392,-36.184415437371534,27.3,1,28.708,0.1,10.8,0.131,0.3279999999999999,0,27.18,0.045,24.1,0.037,0.284,0
2923.57,2080.18,53.46020930542959,-36.21253371654431,28.0,1,28.7,0.102,10.7,0.129,0.069,0,27.225,0.045,24.2,-0.126,0.06,0
3155.02,1827.0,53.46098758531078,-36.21725645403862,28.3,1,28.765,0.103,10.5,-0.085,0.05,0,27.267,0.045,24.0,-0.032,0.037,0
744.22,3861.34,53.4608307935858,-36.173444964136685,27.6,1,28.928,0.119,9.2,-0.015,0.032,0,27.155,0.044,24.6,-0.046,0.0279999999999999,0
1888.17,1009.0,53.48579078659024,-36.211075795732,26.9,1,28.185,0.061,17.8,-0.1,0.34,0,27.619,0.06,18.1,-0.063,0.326,0
3212.8,3666.81,53.4360884271458,-36.20144576007134,27.6,1,29.032,0.129,8.4,0.0969999999999999,0.081,0,27.183000000000003,0.043,25.4,0.057,0.037,0
377.77,3236.68,53.473117181582474,-36.175121121061686,29.0,1,28.279,0.068,16.1,-0.057,0.01,0,27.276,0.047,23.1,-0.003,0.013,0
2891.17,3954.51,53.43585456573862,-36.19545527645612,26.5,1,28.13,0.064,17.1,-0.085,0.371,0,27.414,0.057,18.9,-0.011,0.326,0
2895.74,2836.47,53.450544183916286,-36.205486175394824,28.3,1,28.321,0.071,15.3,-0.0819999999999999,0.174,0,27.323,0.051,21.5,-0.157,0.244,0
587.7,3548.78,53.46668166636973,-36.17456942120933,27.7,1,28.136,0.065,16.7,0.002,0.083,0,27.429,0.0559999999999999,19.4,0.048,0.107,0
737.44,3480.32,53.46592836480921,-36.176773865148796,25.3,1,29.79,0.264,4.1,0.093,0.195,0,27.269,0.047,23.0,0.054,0.09,0
2249.78,3526.01,53.448599376858105,-36.1924575290189,26.7,1,28.858,0.115,9.4,-0.195,0.021,0,27.306,0.048,22.6,-0.074,0.022,0
601.42,3972.97,53.46093843997562,-36.17092904520818,25.8,1,28.995,0.14,7.7,-0.025,0.119,0,27.257,0.048,22.5,0.109,0.087,0
1737.96,3594.58,53.45335699582425,-36.18639982106604,27.2,1,28.555,0.086,12.7,0.043,0.022,0,27.344,0.052,20.9,-0.01,0.017,0
2186.07,1938.16,53.47024086385489,-36.20595372671327,28.5,1,28.433000000000003,0.079,13.8,-0.089,0.0279999999999999,0,27.336,0.048,22.8,-0.079,0.057,0
1696.56,3489.34,53.455202280377954,-36.186898824155286,29.2,1,28.426,0.077,14.2,-0.063,0.0409999999999999,0,27.205,0.044,24.8,-0.013,0.031,0
638.25,1057.67,53.49897057686358,-36.19733813409276,28.8,1,28.216,0.066,16.5,0.133,0.023,0,27.435,0.051,21.2,0.042,0.043,0
3557.44,924.86,53.46843444322699,-36.229591055053845,21.1,1,29.28,0.158,6.9,-0.036,0.094,0,28.222,0.103,10.5,0.026,0.104,0
2270.69,3643.0,53.4468257762088,-36.19163552376058,28.7,1,28.469,0.079,13.7,0.005,0.06,0,27.232,0.046,23.8,-0.0289999999999999,0.105,0
1594.83,3992.2,53.44969865942195,-36.18132723497349,27.0,1,28.638,0.093,11.7,-0.026,0.091,0,27.279,0.049,22.3,0.068,0.066,0
3087.51,4094.93,53.43183105372178,-36.196290074867484,27.6,1,28.612,0.091,12.0,0.119,0.049,0,27.324,0.049,22.1,0.032,0.049,0
3800.64,2894.28,53.43976887129906,-36.2145973055057,26.2,1,28.109,0.063,17.3,0.047,0.088,0,27.782,0.072,15.1,-0.11,0.139,0
4183.68,4128.32,53.419259719309245,-36.20765210835987,25.9,1,29.665,0.243,4.5,0.28,0.1989999999999999,0,27.163,0.043,25.1,-0.012,0.123,0
470.92,3759.04,53.46520130770221,-36.17145001592525,28.1,1,28.353,0.074,14.6,-0.0409999999999999,0.018,0,27.254,0.047,23.0,-0.053,0.02,0
624.98,1788.55,53.4894779549698,-36.19067541464165,28.5,1,28.181,0.063,17.1,0.052,0.0279999999999999,0,27.389,0.051,21.2,0.138,0.046,0
1554.12,3371.02,53.45833756782665,-36.18643947607167,26.8,1,29.219,0.154,7.1,0.067,0.079,0,27.203000000000003,0.044,24.8,-0.0409999999999999,0.0289999999999999,0
4074.12,4027.37,53.421803145114126,-36.207388313953146,27.5,1,28.165,0.064,17.0,-0.079,0.02,0,27.464,0.0559999999999999,19.3,-0.161,0.0279999999999999,0
646.07,3361.37,53.46850678668705,-36.17686330728107,27.3,1,28.656,0.092,11.8,-0.032,0.034,0,27.264,0.049,22.4,-0.048,0.0559999999999999,0
3653.14,1978.42,53.45347884474309,-36.221204824604754,16.5,1,29.005,0.191,5.7,0.182,0.3779999999999999,0,28.434,0.184,5.9,-0.099,0.342,0
1589.17,493.37,53.49589936909431,-36.21249450802332,29.8,1,28.589,0.0819999999999999,13.3,-0.076,0.015,0,27.224,0.043,25.4,0.054,0.027,0
3863.37,2863.95,53.43947458101224,-36.21553546995365,26.5,1,28.483,0.088,12.3,-0.12,0.372,0,27.359,0.052,21.1,-0.129,0.316,0
1879.36,4033.64,53.446005197961846,-36.18398446098719,24.7,1,28.908,0.1169999999999999,9.2,0.1159999999999999,0.1,0,27.577,0.066,16.5,0.06,0.1009999999999999,0
3819.69,3372.39,53.433254060677534,-36.210530868218434,28.0,1,28.508000000000003,0.084,13.0,-0.033,0.055,0,27.265,0.047,23.3,0.042,0.067,0
341.36,3526.55,53.46969850004634,-36.17214649522902,26.4,1,28.559,0.09,12.0,0.0579999999999999,0.075,0,27.222,0.049,22.2,-0.128,0.144,0
2252.32,3285.69,53.451739555909214,-36.19463003644675,25.4,1,29.789,0.264,4.1,-0.076,0.03,0,27.213,0.045,24.0,0.045,0.023,0
1249.09,3991.4,53.45353314543232,-36.17765582985748,27.7,1,28.96,0.123,8.8,0.17,0.045,0,27.172,0.043,25.2,0.006,0.062,0
4194.19,3963.09,53.42132156251428,-36.20923955082683,25.0,1,28.672,0.1,10.8,0.074,0.102,0,27.539,0.059,18.4,0.042,0.065,0
2238.97,3589.27,53.447884997440454,-36.19177774399504,29.1,1,28.44,0.077,14.1,0.044,0.011,0,27.247,0.045,23.9,0.0,0.013,0
4007.91,2848.73,53.43807563229654,-36.217209048926335,26.7,1,28.011,0.055,19.6,-0.127,0.065,0,27.711,0.07,15.6,-0.087,0.14,0
2813.13,3990.9,53.43623833564658,-36.1943001391644,26.3,1,29.267,0.175,6.2,0.033,0.071,0,27.264,0.046,23.7,-0.044,0.0289999999999999,0
2075.79,3877.68,53.445888156132646,-36.18746672392287,23.9,1,28.986,0.123,8.9,-0.1119999999999999,0.026,0,27.638,0.063,17.1,-0.0279999999999999,0.026,0
3239.31,4250.01,53.428107085794096,-36.19652003182156,20.1,1,28.373,0.105,10.4,0.1,0.037,0,27.24,0.066,16.5,0.142,0.1689999999999999,0
1090.46,4005.51,53.45510151244715,-36.175842063216095,23.3,1,29.435,0.192,5.6,0.077,0.22,0,27.373,0.0579999999999999,18.9,-0.076,0.212,0
2874.41,1952.9,53.4624317713771,-36.21314677875442,25.0,1,28.697,0.0969999999999999,11.2,0.17,0.0289999999999999,0,27.444000000000003,0.061,17.8,0.046,0.015,0
1747.37,2922.22,53.4621171417769,-36.192501954699544,26.6,1,27.938,0.052,20.8,-0.118,0.038,0,27.829,0.076,14.3,-0.015,0.081,0
3705.71,2216.83,53.449752892274944,-36.21963575642735,15.9,1,29.806,0.346,3.1,-0.046,0.1119999999999999,0,27.837,0.102,10.6,0.0579999999999999,0.039,0
993.57,3683.68,53.460415253690634,-36.17768403844644,22.3,1,30.478,0.519,2.1,-0.0579999999999999,0.25,0,27.312,0.054,20.2,0.03,0.071,0
778.53,3367.82,53.46695705435654,-36.178215258886574,27.0,1,29.002,0.125,8.7,-0.135,0.2019999999999999,0,27.208,0.045,24.4,-0.036,0.16,0
676.15,3865.85,53.46152406065132,-36.17268040637501,27.1,1,28.579,0.088,12.3,0.081,0.079,0,27.2,0.047,23.3,0.025,0.1119999999999999,0
411.36,3486.72,53.46944957680385,-36.17324688700796,16.9,1,29.892,0.294,3.7,-0.002,0.061,0,28.633000000000003,0.153,7.1,-0.043,0.105,0
1128.29,3378.87,53.46294358670809,-36.181838374197184,17.9,1,30.459,0.485,2.2,-0.18,0.37,0,28.098000000000003,0.098,11.0,-0.022,0.226,0
390.72,3591.29,53.46829932799375,-36.1720939068093,24.7,1,30.416,0.482,2.3,0.1889999999999999,0.048,0,27.204,0.045,24.0,-0.065,0.016,0
3477.32,3359.82,53.43720863534714,-36.20700093380622,27.1,1,28.088,0.059,18.5,-0.111,0.26,0,27.596,0.062,17.5,-0.054,0.223,0
599.56,3869.87,53.46231798411951,-36.171829560483076,26.2,1,29.079,0.139,7.8,-0.182,0.073,0,27.194000000000003,0.046,23.8,-0.053,0.0409999999999999,0
942.92,3723.54,53.460449939542556,-36.176789290330746,27.6,1,29.036,0.128,8.5,-0.003,0.044,0,27.155,0.042,25.6,-0.025,0.024,0
3702.36,4158.38,53.424190624078484,-36.20226390690452,26.9,1,28.628,0.0969999999999999,11.2,-0.127,0.045,0,27.372,0.052,21.1,0.02,0.033,0
2708.07,3919.81,53.43833785920104,-36.19381724182189,27.2,1,28.838,0.106,10.2,0.015,0.012,0,27.265,0.047,23.2,0.069,0.0069999999999999,0
3912.74,3638.62,53.428714241591805,-36.20914335167793,26.3,1,28.867,0.121,9.0,0.036,0.14,0,27.224,0.046,23.8,0.06,0.118,0
575.35,4099.61,53.45955749703914,-36.16952119716892,18.9,1,27.887,0.072,15.2,-0.1,0.02,0,27.747,0.1009999999999999,10.7,-0.032,0.08,0
453.65,3754.45,53.46545276819972,-36.17130721777319,27.6,1,28.514,0.088,12.4,-0.037,0.031,0,27.228,0.046,23.6,-0.166,0.046,0
2790.94,3345.28,53.444995109030856,-36.199828587588335,27.5,1,28.926,0.1159999999999999,9.3,-0.063,0.025,0,27.162,0.043,25.1,0.0409999999999999,0.018,0
1704.54,3663.81,53.452814016962456,-36.18542620374723,28.8,1,28.449,0.077,14.0,0.0,0.04,0,27.229,0.044,24.5,0.003,0.037,0
3087.33,2351.71,53.454816650093434,-36.21185225666632,26.4,1,29.2,0.148,7.4,0.1159999999999999,0.066,0,27.245,0.045,23.9,-0.023,0.038,0
671.97,3939.66,53.46059737460196,-36.171977070565674,25.8,1,28.767,0.113,9.6,-0.052,0.075,0,27.315,0.052,21.1,-0.051,0.088,0
2438.39,3130.54,53.45172668417595,-36.19799484740105,27.3,1,28.982,0.125,8.7,-0.0579999999999999,0.051,0,27.187,0.043,25.3,-0.037,0.009,0
2844.14,4206.48,53.43305349506963,-36.19270504496984,19.4,1,28.947,0.177,6.1,0.1159999999999999,0.1159999999999999,0,27.156,0.06,18.1,0.075,0.121,0
1993.62,1427.94,53.47909866811813,-36.20845939474607,28.1,1,28.681,0.094,11.5,0.021,0.03,0,27.25,0.045,24.3,-0.04,0.025,0
1110.24,3722.48,53.45861354850794,-36.178579097887805,25.9,1,29.404,0.183,5.9,0.143,0.311,0,27.219,0.045,24.2,0.002,0.1639999999999999,0
1799.38,2744.89,53.46387998385044,-36.194638260146476,25.8,1,28.63,0.099,11.0,-0.098,0.087,0,27.38,0.053,20.5,0.049,0.073,0
2036.58,2853.36,53.45982610784663,-36.19619396621199,25.1,1,29.521,0.204,5.3,-0.244,0.0559999999999999,0,27.242,0.046,23.4,0.049,0.061,0
545.91,3180.65,53.47199673660148,-36.177410469226125,26.8,1,28.685,0.0969999999999999,11.2,0.086,0.09,0,27.233,0.047,22.9,0.17,0.057,0
3312.3,3188.32,53.44129585476115,-36.20677665960776,22.6,1,28.17,0.091,11.9,-0.125,0.098,0,27.598000000000003,0.073,14.9,-0.015,0.141,0
2503.75,3974.29,53.43988023112241,-36.19115714465219,28.7,1,28.273000000000003,0.068,16.1,-0.0279999999999999,0.019,0,27.285,0.047,23.2,0.067,0.03,0
1958.88,3559.96,53.451369740074576,-36.18905940987144,27.6,1,27.935,0.051,21.4,-0.091,0.1169999999999999,0,27.701,0.067,16.3,-0.128,0.233,0
1814.24,4078.15,53.44613881664763,-36.18289425339184,27.4,1,28.838,0.111,9.7,-0.068,0.03,0,27.189,0.043,25.0,0.0579999999999999,0.024,0
750.5,3028.19,53.471744486644695,-36.18094835346734,27.1,1,28.691,0.0969999999999999,11.2,-0.061,0.105,0,27.195,0.046,23.6,0.043,0.114,0
3836.41,1718.02,53.454885206834184,-36.225479428464105,28.1,1,28.482,0.079,13.8,0.002,0.018,0,27.298,0.048,22.7,0.074,0.01,0
504.04,3721.48,53.46533019482151,-36.172137700891085,27.1,1,28.657,0.099,11.0,-0.005,0.063,0,27.238000000000003,0.046,23.4,0.03,0.045,0
1491.74,3127.1,53.46224325443877,-36.187953077548485,27.9,1,28.276,0.068,15.9,-0.13,0.236,0,27.352,0.05,21.6,-0.08,0.1639999999999999,0
250.19,3868.36,53.466200907599884,-36.168125464111114,26.0,1,28.455,0.084,12.9,-0.035,0.092,0,27.331,0.053,20.5,-0.059,0.1159999999999999,0
2094.44,1840.98,53.47253601989356,-36.205846009200265,26.4,1,28.442,0.079,13.7,0.038,0.0289999999999999,0,27.536,0.059,18.5,0.0409999999999999,0.031,0
3116.0,4205.71,53.43005552511378,-36.19560390980087,19.3,1,29.076,0.19,5.7,-0.2769999999999999,0.19,0,27.23,0.063,17.2,0.179,0.1669999999999999,0
2329.93,3645.72,53.44613456918169,-36.19224150353606,27.1,1,28.49,0.083,13.2,0.0139999999999999,0.118,0,27.289,0.049,22.4,-0.0969999999999999,0.258,0
1542.3,3362.76,53.45857719377731,-36.1863874426908,27.3,1,28.548,0.086,12.6,0.044,0.008,0,27.315,0.048,22.4,-0.027,0.005,0
3559.63,3405.3,53.43569815833978,-36.207470471094915,26.4,1,28.984,0.125,8.7,0.184,0.055,0,27.252,0.046,23.4,0.08,0.071,0
445.27,3665.04,53.466724003255784,-36.17201610776235,23.6,1,29.874,0.2789999999999999,3.9,-0.17,0.098,0,27.33,0.05,21.6,-0.054,0.036,0
256.34,135.44,53.51535794715755,-36.2015003427381,26.1,1,28.562,0.098,11.1,-0.006,0.006,0,27.505,0.057,19.2,-0.109,0.011,0
1012.05,3576.91,53.461618356626765,-36.17883374855561,26.7,1,29.15,0.144,7.6,-0.011,0.012,0,27.21,0.044,24.8,-0.12,0.0069999999999999,0
2579.7,826.75,53.48054586180595,-36.220061827258085,29.4,1,28.509,0.079,13.7,-0.006,0.021,0,27.242,0.043,25.1,0.04,0.021,0
1736.23,4056.74,53.447283918340396,-36.18225543892502,27.0,1,28.817,0.111,9.7,0.063,0.093,0,27.277,0.047,23.1,0.066,0.07,0
575.75,1725.51,53.49085361667726,-36.190713970817654,26.5,1,28.947,0.122,8.9,0.0819999999999999,0.151,0,27.268,0.046,23.4,0.132,0.079,0
1701.46,4006.22,53.448334437032834,-36.18233654683993,26.8,1,29.011,0.132,8.2,0.016,0.046,0,27.206,0.044,24.7,-0.012,0.023,0
258.16,3534.29,53.47051637473508,-36.17119205351995,26.2,1,28.753,0.104,10.4,-0.054,0.055,0,27.262,0.049,22.3,0.004,0.046,0
2166.16,1458.38,53.476788754638896,-36.21002391168994,26.6,1,29.205,0.151,7.2,-0.124,0.038,0,27.216,0.044,24.6,-0.081,0.025,0
3129.29,3485.02,53.43940912001381,-36.202180548553926,27.4,1,28.646,0.099,11.0,-0.098,0.091,0,27.225,0.045,24.0,-0.1009999999999999,0.123,0
1212.62,4049.27,53.45317369374391,-36.176751176155676,26.1,1,29.163,0.146,7.4,0.086,0.286,0,27.209,0.045,24.1,0.013,0.098,0
3282.56,4158.38,53.428836329803,-36.19779835864769,25.9,1,29.506,0.2019999999999999,5.4,0.035,0.159,0,27.204,0.044,24.6,-0.013,0.052,0
831.43,3647.9,53.462679927434365,-36.17627816525544,26.3,1,29.195,0.15,7.2,0.072,0.07,0,27.224,0.045,24.3,0.042,0.011,0
3046.06,2789.21,53.44950417223723,-36.207507422888874,25.2,1,29.087,0.134,8.1,-0.076,0.036,0,27.446,0.053,20.5,0.04,0.018,0
2088.97,2776.24,53.460263444567595,-36.19743983109567,26.0,1,29.104,0.139,7.8,-0.107,0.064,0,27.232,0.046,23.7,-0.063,0.0289999999999999,0
1218.35,3567.41,53.4594621144664,-36.18111367592744,27.4,1,28.655,0.094,11.5,-0.1639999999999999,0.0139999999999999,0,27.276,0.046,23.4,-0.034,0.012,0
202.91,1612.99,53.496459562405434,-36.18774964572141,25.7,1,28.919,0.122,8.9,-0.147,0.111,0,27.397,0.053,20.4,-0.027,0.061,0
685.22,3951.0,53.460301383426696,-36.17201683019131,25.3,1,28.727,0.118,9.2,-0.0559999999999999,0.1,0,27.418000000000003,0.054,20.1,-0.198,0.129,0
2164.03,3892.75,53.44471337346155,-36.188270966901854,27.1,1,27.915,0.05,21.8,-0.031,0.013,0,27.82,0.073,14.9,-0.087,0.04,0
481.36,2024.34,53.48795647544473,-36.18704281604586,27.3,1,28.478,0.081,13.5,0.08,0.022,0,27.306,0.049,22.3,0.046,0.0279999999999999,0
536.05,1630.41,53.492546719534026,-36.191140013414035,27.1,1,28.494,0.0819999999999999,13.3,-0.005,0.006,0,27.358,0.052,21.1,0.044,0.005,0
1571.39,3938.44,53.450666560355906,-36.1815577931556,23.2,1,29.742,0.245,4.4,-0.066,0.109,0,27.538,0.062,17.6,0.043,0.053,0
3387.74,3491.75,53.43646053548036,-36.20486994475897,26.2,1,29.069000000000003,0.134,8.1,0.208,0.049,0,27.257,0.046,23.6,0.026,0.04,0
611.76,3407.62,53.46827646440989,-36.17608539905953,26.8,1,28.535,0.085,12.8,0.046,0.013,0,27.326,0.051,21.3,0.094,0.018,0
2032.72,1903.54,53.472393655863854,-36.20463085419183,24.4,1,30.094,0.325,3.3,-0.055,0.094,0,27.366,0.051,21.5,-0.037,0.069,0
2323.21,4087.13,53.440390142214106,-36.188228940278435,28.1,1,28.471,0.08,13.5,-0.086,0.2239999999999999,0,27.22,0.045,24.2,0.003,0.141,0
263.3,3983.78,53.464534609163714,-36.167234734317894,23.9,1,29.675,0.252,4.3,0.011,0.382,0,27.227,0.047,23.0,-0.217,0.159,0
1218.53,3885.92,53.455261503861905,-36.17827230996081,25.1,1,29.776,0.256,4.2,-0.006,0.242,0,27.226,0.045,24.0,-0.052,0.2019999999999999,0
3614.56,3854.49,53.4291683311899,-36.20404374253203,28.0,1,28.528,0.085,12.8,-0.043,0.051,0,27.251,0.045,24.0,0.004,0.059,0
470.55,934.45,53.50244992333408,-36.196652486949745,27.9,1,28.812,0.103,10.6,0.025,0.025,0,27.225,0.044,24.8,0.054,0.012,0
1468.26,3809.6,53.45350555980126,-36.18161072913945,28.1,1,28.295,0.069,15.8,-0.013,0.04,0,27.341,0.05,21.6,-0.196,0.07,0
552.87,3986.88,53.46129194013612,-36.170288282306636,24.9,1,28.577,0.091,11.9,-0.17,0.295,0,27.323,0.053,20.6,-0.022,0.3929999999999999,0
403.33,3407.65,53.47058070148774,-36.173867171015715,24.7,1,28.06,0.0579999999999999,18.8,-0.1119999999999999,0.315,0,27.891,0.0819999999999999,13.2,-0.159,0.475,0
505.46,3757.95,53.4648337587695,-36.17182728073834,26.0,1,28.944000000000003,0.126,8.6,-0.074,0.134,0,27.219,0.046,23.7,0.015,0.076,0
2671.03,3753.21,53.4409438725247,-36.194910722580815,26.2,1,29.099,0.136,8.0,0.152,0.096,0,27.22,0.046,23.7,-0.036,0.128,0
502.38,1543.21,53.49406898535673,-36.19155972275089,27.9,1,28.234,0.066,16.5,-0.107,0.05,0,27.401,0.051,21.2,-0.047,0.066,0
3426.17,2990.05,53.442650035886864,-36.20975834918219,26.8,1,28.575,0.087,12.4,0.12,0.051,0,27.351,0.051,21.3,0.062,0.044,0
3221.81,3275.49,53.44114784953383,-36.20503566036015,14.0,1,29.226,0.157,6.9,0.0409999999999999,0.054,0,28.672,0.16,6.8,-0.24,0.069,0
1985.75,2458.6,53.46559353933923,-36.199176822074286,25.1,1,29.085,0.14,7.7,-0.062,0.129,0,27.308000000000003,0.048,22.5,-0.034,0.064,0
2444.24,4053.44,53.43949526556177,-36.18981733413676,27.5,1,28.423,0.076,14.3,-0.019,0.052,0,27.346,0.05,21.6,-0.049,0.065,0
