X,Y,SNR,stype,inst_vega_mag1,mag1_err,snr_mag1,sharp_mag1,crowd_mag1,flag_mag1,inst_vega_mag2,mag2_err,snr_mag2,sharp_mag2,crowd_mag2,flag_mag2,RA,DEC
612.7436967135304,597.6844996109012,5326.0,1,18.431,0.0,2986.2,-0.047,0.004,0,17.477999999999998,0.0,2689.0,-0.022,0.005,0,215.57605630811312,-0.3780759444779119
2538.208918014053,1130.1906202412765,2639.2,1,19.739,0.0,2487.3,-0.033,0.236,0,19.575,0.001,878.7,-0.034,0.237,0,215.59759855671678,-0.3736773269724064
3096.4472054346816,3017.3340283931293,1217.5,1,21.668000000000003,0.001,1138.7,-0.143,0.013,0,21.291,0.003,430.4,-0.115,0.012,0,215.6125019415846,-0.38939350384469557
217.2313212210829,119.54472115885073,1032.9,1,21.939,0.001,911.8,-0.057,0.003,0,21.122,0.002,484.2,-0.0289999999999999,0.003,0,215.56978879493224,-0.3753634178590913
3118.05816668862,3561.351704543161,967.3,1,22.218000000000004,0.001,885.6,-0.027,0.0,0,21.533,0.003,384.8,-0.016,0.0,0,215.61543207290111,-0.3946201721899817
3787.4184299446533,311.2508777375932,860.1,1,22.763,0.002,600.0,-0.004,0.037,0,20.602,0.002,616.0,0.019,0.033,0,215.60575673878546,-0.3594052180234292
2311.1287156164094,2961.6944697703093,705.8,1,22.671,0.002,664.3,-0.1119999999999999,0.017,0,22.413,0.005,229.5,-0.087,0.032,0,215.60452290870276,-0.3927716841454022
2530.943937539834,1620.5451930335764,646.9,1,23.105,0.002,549.8,-0.142,0.0069999999999999,0,21.778,0.003,340.3,-0.1009999999999999,0.004,0,215.59997738039695,-0.37852205502536335
2680.4350595404003,3427.0957134659984,581.6,1,23.182,0.002,526.5,-0.033,0.005,0,22.409,0.004,241.4,-0.008,0.006,0,215.6104698153388,-0.3954902079192391
748.3063168122351,2320.456063794585,562.5,1,24.041,0.003,341.0,-0.027,0.0069999999999999,0,21.277,0.002,447.1,-0.015,0.005,0,215.58599350450504,-0.39429217944238043
1847.8790419351894,2758.6274233694076,512.7,1,23.197,0.002,479.2,-0.089,0.248,0,22.75,0.006,181.2,-0.111,0.298,0,215.59896553366556,-0.3930949913322504
2779.1724155305287,2505.8093949403547,541.9,1,23.296,0.002,498.5,-0.03,0.0,0,22.701,0.005,206.8,-0.021,0.0,0,215.60683481565485,-0.38596272295180556
1665.7762190022022,2619.814309272332,518.8,1,23.276,0.002,500.5,-0.077,0.004,0,23.424,0.008,133.8,-0.104,0.008,0,215.59648620315534,-0.39264364667725626
1596.1603598962806,3039.4677524964645,527.5,1,23.409,0.002,478.0,-0.021,0.001,0,22.605,0.005,221.6,-0.017,0.002,0,215.59790034214694,-0.39710660862952385
1736.0399455123688,683.9929720839277,513.8,1,23.441,0.002,466.1,-0.12,0.013,0,22.681,0.005,213.0,-0.076,0.008,0,215.58750286667222,-0.3733098603473329
1941.6796777926852,2154.038846210191,412.6,1,23.388,0.003,375.6,-0.095,0.062,0,22.903,0.006,168.9,-0.057,0.078,0,215.59686452398964,-0.38669771365914696
3213.5073436231987,4065.2953782590184,481.0,1,23.426,0.003,429.9,-0.023,0.0,0,22.7,0.005,215.4,-0.005,0.0,0,215.61888605183594,-0.39908494526390764
1363.892581379525,3814.782342565095,511.7,1,23.468000000000004,0.002,468.7,-0.027,0.0,0,22.786,0.005,205.0,-0.01,0.0,0,215.59949654791868,-0.4058698679241325
3141.8053739564157,3674.1268828988896,479.3,1,23.522,0.002,455.1,-0.021,0.002,0,23.348000000000003,0.0069999999999999,148.7,-0.0069999999999999,0.011,0,215.61622843061295,-0.39560739594083555
2606.4360909351153,848.9187188704334,447.1,1,23.737,0.003,381.7,-0.088,0.113,0,22.473000000000003,0.005,232.3,-0.044,0.084,0,215.59686222910545,-0.370578276630082
2685.5645133311614,3458.641554067166,429.7,1,23.583,0.003,403.4,-0.134,0.149,0,23.226,0.0069999999999999,147.4,-0.084,0.135,0,215.61067773622162,-0.3957739180644422
2313.882056827603,2176.4891595562503,391.3,1,23.607,0.003,350.6,-0.0409999999999999,0.026,0,22.91,0.006,173.3,-0.032,0.044,0,215.60062660629222,-0.38505818590563573
2079.6009802552157,2496.8143803555795,412.2,1,23.599,0.003,395.6,-0.0409999999999999,0.094,0,23.502,0.009,114.5,-0.019,0.111,0,215.59992970145413,-0.3893698678561643
